worker_ID,more_novel,equally_novel,less_novel,irrelevant,irr_behaviour,novelty_selection_percentage,same_answer,avg_novel_words,avg_NOT_novel_words,Novelty_Cosine,Novelty_Worker_Disagreement,spammer
33761260,11,6,11,0,0,0.39,0,3,1.64,0.66689694861437,0.4782060447198062,0
33721948,0,24,0,4,0.142857142857143,0,0,1,NONE,0.7536658942011003,0.6775751072961373,0
33565158,7,4,7,4,0.181818181818182,0.32,0,4.55,0,0.6344479825914,0.4686754259717001,0
33538351,6,16,6,0,0,0.21,0,4.05,2.5,0.7623609001468812,0.5106075726205229,0
33500282,11,0,11,0,0,0.5,0,5,0,0.6728929191011681,0.47276268720473325,0
33467170,3,22,3,0,0,0.11,0,1.32,0,0.7618290028041146,0.6492156492156492,0
33294824,7,8,7,0,0,0.32,0,1.47,1,0.723826114613522,0.5964327185347881,0
33135491,0,22,0,0,0,0,1,3.77,NONE,0.7597971633144883,0.5238868606308296,1
33057016,2,16,2,2,0.0909090909090909,0.09,0,6.11,1.5,0.7805938627244345,0.5107941311981308,0
32292681,8,8,8,4,0.142857142857143,0.29,0,4.38,2.13,0.6248437616844967,0.4795297658934023,0
32053642,5,0,5,0,0,0.5,0,4.6,1.8,0.7732385171824195,0.5188412698412699,0
31906954,0,28,0,0,0,0,1,1.89,NONE,0.7783794619909964,0.6228278619759351,1
31304413,8,12,8,0,0,0.29,0,1.95,1,0.7923155900197164,0.6330650929899858,0
31184650,0,22,0,0,0,0,1,1,NONE,0.776428377916036,0.7163323782234957,1
30901412,9,2,9,2,0.0909090909090909,0.41,0,3.27,0,0.619494862355505,0.5043739385750394,0
30326470,9,8,9,2,0.0714285714285714,0.32,0,2.65,1.11,0.7117753565313462,0.507281742756051,0
30137403,1,0,1,0,0,0.5,0,9,6,0.71890982227487,0.4494350282485876,0
29248520,5,12,5,0,0,0.23,0,6.94,7.2,0.7555655325055091,0.4698990533487487,0
28884030,0,0,0,28,1,0,1,NONE,NONE,0.13847671914817156,0.11319742489270386,1
28351359,13,0,13,2,0.0714285714285714,0.46,0,2.77,0,0.6883189302397743,0.5258358035803017,0
28169121,11,4,11,2,0.0714285714285714,0.39,0,3,1.09,0.7266970938336144,0.5171821968994841,0
28103910,2,20,2,4,0.142857142857143,0.07,0,1.09,1,0.659915614607062,0.581561933834661,0
27753923,14,0,14,0,0,0.5,0,1,0,0.5277688712112004,0.47424892703862664,0
27042527,1,2,1,0,0,0.25,0,8,7,0.7575652435584485,0.4517045454545454,0
25257275,1,26,1,0,0,0.04,0,0.96,1,0.7264111739596324,0.6732186732186732,0
24449707,13,2,13,0,0,0.46,0,4.73,2.38,0.7801233365477296,0.4999890904507388,0
23804661,2,16,2,2,0.0909090909090909,0.09,0,2.89,3.5,0.7481032125415842,0.5581297295968429,0
23503585,2,24,2,0,0,0.07,0,7.77,7,0.7552341320458136,0.45752402245810175,0
22166359,11,0,11,0,0,0.5,0,3,2.36,0.734169705769568,0.5250228713717277,0
21665495,0,28,0,0,0,0,1,1,NONE,0.7720441064313908,0.6974248927038627,1
20113482,3,8,3,14,0.5,0.11,0,5.27,2,0.49039117188272097,0.35745905318624405,1
20043586,12,2,12,2,0.0714285714285714,0.43,0,2.14,2.75,0.5394796715595501,0.42981969333320685,0
19913374,0,28,0,0,0,0,1,0.96,NONE,0.7291445127300983,0.6805896805896806,1
19294877,4,12,4,2,0.0909090909090909,0.18,0,7.94,0,0.6926466813358714,0.4890022965328341,0
18990100,13,0,13,2,0.0714285714285714,0.46,0,6.85,3.77,0.7801171239326015,0.4825228865842185,0
17950689,0,26,0,2,0.0714285714285714,0,0,1.73,NONE,0.7503127735163395,0.5938328465760401,0
15577915,14,0,14,0,0,0.5,0,3.07,0,0.5897229376326568,0.49255979362931235,0
15439740,7,10,7,4,0.142857142857143,0.25,0,4.88,4,0.7145108504119406,0.4862742362742362,0
14353703,12,0,12,4,0.142857142857143,0.43,0,4.33,0,0.6211875320651892,0.4639434398792688,0
14321493,0,26,0,2,0.0714285714285714,0,0,3.23,NONE,0.7155769489753,0.4917676099494281,0
14086483,2,16,2,2,0.0909090909090909,0.09,0,1.44,0,0.5390324184996346,0.4211971464992519,0
13581319,14,0,14,0,0,0.5,0,3.57,0,0.6541911149786815,0.5062213460609182,0
9653950,7,14,7,0,0,0.25,0,6.24,7,0.8127613278810634,0.5025933160422382,0
4711962,0,28,0,0,0,0,1,1,NONE,0.7545187141378144,0.674892703862661,1
4688131,11,0,11,0,0,0.5,0,3.36,0,0.4719166434725227,0.41456138555557953,1
3587109,0,28,0,0,0,0,1,2.11,NONE,0.7911371488005279,0.5859647252485236,1
2143114,14,0,14,0,0,0.5,0,1,0,0.6556212200560374,0.6040772532188842,0
