_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,clickedforval,ev0a,ev0b,ev1a,ev1b,ev2a,ev2b,ev3a,ev3b,ev4a,ev4b,ev5a,ev5b,ev6a,ev6b,ev7a,ev7b,ev8a,ev8b,event0,event1,event2,event3,event4,event5,event6,event7,event8,eventb0,eventb1,eventb2,eventb3,eventb4,eventb5,eventb6,eventb7,eventb8,forvalidation,selectedforval,tweet1irrelevant,tweet1isgreyed,tweet1novel,tweet2irrelevant,tweet2isgreyed,tweet2novel,tweetsequal,orig__golden,author1,author2,input,ptid1,ptid2,seedindex1,seedindex2,text1,text2,tweet1date,tweet1irrelevant_gold,tweet1irrelevant_gold_reason,tweet2date,tweet2irrelevant_gold,tweet2irrelevant_gold_reason
774603796,8/20/2015 07:24:34,false,1716079933,,8/20/2015 07:24:13,false,prodege,1,25257275,CAN,BC,Port Coquitlam,70.68.58.9,true,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,58,entity/text/news/tweet/38901,entity/text/news/tweet/38966,1103tid003,1103tid012,National Anthems of Great Current Whaling Nations - Norway -  #Tweet4Taiji #SeaShepherd #thecove,Support for whaling is on the rise.  … #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,Wed Mar 11 03:39:12 +0000 2015,,,Wed Mar 11 15:16:35 +0000 2015,,
774603796,8/20/2015 07:32:38,false,1716082311,,8/20/2015 07:31:45,false,instagc,1,30326470,USA,CA,Santee,99.44.37.73,true,12,10,11,9,5,13,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,58,entity/text/news/tweet/38901,entity/text/news/tweet/38966,1103tid003,1103tid012,National Anthems of Great Current Whaling Nations - Norway -  #Tweet4Taiji #SeaShepherd #thecove,Support for whaling is on the rise.  … #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,Wed Mar 11 03:39:12 +0000 2015,,,Wed Mar 11 15:16:35 +0000 2015,,
774603796,8/20/2015 07:40:35,false,1716084487,,8/20/2015 07:39:58,false,prodege,1,27934334,GBR,C8,Croydon,81.159.60.206,true,,0,,1,,2,,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,true,false,,,,58,entity/text/news/tweet/38901,entity/text/news/tweet/38966,1103tid003,1103tid012,National Anthems of Great Current Whaling Nations - Norway -  #Tweet4Taiji #SeaShepherd #thecove,Support for whaling is on the rise.  … #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,Wed Mar 11 03:39:12 +0000 2015,,,Wed Mar 11 15:16:35 +0000 2015,,
774603796,8/20/2015 07:42:39,false,1716085002,,8/20/2015 07:41:46,false,instagc,1,23503585,CAN,SK,Regina,207.47.150.217,true,0,0,1,1,3,2,4,4,5,5,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,58,entity/text/news/tweet/38901,entity/text/news/tweet/38966,1103tid003,1103tid012,National Anthems of Great Current Whaling Nations - Norway -  #Tweet4Taiji #SeaShepherd #thecove,Support for whaling is on the rise.  … #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,Wed Mar 11 03:39:12 +0000 2015,,,Wed Mar 11 15:16:35 +0000 2015,,
774603796,8/20/2015 07:56:05,false,1716088710,,8/20/2015 07:55:24,false,neodev,0.9167,28513920,CAN,NB,Saint-quentin,74.120.220.234,true,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,58,entity/text/news/tweet/38901,entity/text/news/tweet/38966,1103tid003,1103tid012,National Anthems of Great Current Whaling Nations - Norway -  #Tweet4Taiji #SeaShepherd #thecove,Support for whaling is on the rise.  … #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,Wed Mar 11 03:39:12 +0000 2015,,,Wed Mar 11 15:16:35 +0000 2015,,
774603796,8/20/2015 08:19:26,false,1716100337,,8/20/2015 08:19:00,false,neodev,1,29096504,GBR,,,185.51.254.253,true,6,0,5,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,58,entity/text/news/tweet/38901,entity/text/news/tweet/38966,1103tid003,1103tid012,National Anthems of Great Current Whaling Nations - Norway -  #Tweet4Taiji #SeaShepherd #thecove,Support for whaling is on the rise.  … #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,Wed Mar 11 03:39:12 +0000 2015,,,Wed Mar 11 15:16:35 +0000 2015,,
774603796,8/20/2015 08:27:30,false,1716105574,,8/20/2015 08:27:18,false,clixsense,1,33271440,USA,DE,Wilmington,199.115.114.229,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,false,false,false,false,true,true,false,false,,,,58,entity/text/news/tweet/38901,entity/text/news/tweet/38966,1103tid003,1103tid012,National Anthems of Great Current Whaling Nations - Norway -  #Tweet4Taiji #SeaShepherd #thecove,Support for whaling is on the rise.  … #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,Wed Mar 11 03:39:12 +0000 2015,,,Wed Mar 11 15:16:35 +0000 2015,,
774603796,8/20/2015 08:44:15,false,1716117975,,8/20/2015 08:43:19,false,neodev,1,30137403,USA,IL,Elk Grove Village,107.182.226.98,true,4,0,5,2,6,3,8,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,58,entity/text/news/tweet/38901,entity/text/news/tweet/38966,1103tid003,1103tid012,National Anthems of Great Current Whaling Nations - Norway -  #Tweet4Taiji #SeaShepherd #thecove,Support for whaling is on the rise.  … #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,Wed Mar 11 03:39:12 +0000 2015,,,Wed Mar 11 15:16:35 +0000 2015,,
774603796,8/20/2015 08:45:04,false,1716118585,,8/20/2015 08:44:18,false,instagc,1,21613169,GBR,A7,Birmingham,31.49.149.26,true,5,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,58,entity/text/news/tweet/38901,entity/text/news/tweet/38966,1103tid003,1103tid012,National Anthems of Great Current Whaling Nations - Norway -  #Tweet4Taiji #SeaShepherd #thecove,Support for whaling is on the rise.  … #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,Wed Mar 11 03:39:12 +0000 2015,,,Wed Mar 11 15:16:35 +0000 2015,,
774603796,8/20/2015 08:49:24,false,1716122339,,8/20/2015 08:48:48,false,prodege,1,15439740,AUS,2,Jannali,14.200.59.55,true,0,0,1,1,2,2,3,3,4,4,5,5,6,6,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,true,false,,,,58,entity/text/news/tweet/38901,entity/text/news/tweet/38966,1103tid003,1103tid012,National Anthems of Great Current Whaling Nations - Norway -  #Tweet4Taiji #SeaShepherd #thecove,Support for whaling is on the rise.  … #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,Wed Mar 11 03:39:12 +0000 2015,,,Wed Mar 11 15:16:35 +0000 2015,,
774603796,8/20/2015 09:08:32,false,1716135711,,8/20/2015 09:08:14,false,tremorgames,1,22222103,AUS,2,Ingleburn,115.146.65.99,true,5,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,58,entity/text/news/tweet/38901,entity/text/news/tweet/38966,1103tid003,1103tid012,National Anthems of Great Current Whaling Nations - Norway -  #Tweet4Taiji #SeaShepherd #thecove,Support for whaling is on the rise.  … #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,Wed Mar 11 03:39:12 +0000 2015,,,Wed Mar 11 15:16:35 +0000 2015,,
774603796,8/20/2015 09:30:56,false,1716150919,,8/20/2015 09:30:29,false,clixsense,1,28351359,GBR,,,92.1.53.25,true,4,,5,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,,,,58,entity/text/news/tweet/38901,entity/text/news/tweet/38966,1103tid003,1103tid012,National Anthems of Great Current Whaling Nations - Norway -  #Tweet4Taiji #SeaShepherd #thecove,Support for whaling is on the rise.  … #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,Wed Mar 11 03:39:12 +0000 2015,,,Wed Mar 11 15:16:35 +0000 2015,,
774603796,8/20/2015 09:46:21,false,1716154833,,8/20/2015 09:46:02,false,zoombucks,1,4711962,CAN,ON,Markham,174.88.29.138,true,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,58,entity/text/news/tweet/38901,entity/text/news/tweet/38966,1103tid003,1103tid012,National Anthems of Great Current Whaling Nations - Norway -  #Tweet4Taiji #SeaShepherd #thecove,Support for whaling is on the rise.  … #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,Wed Mar 11 03:39:12 +0000 2015,,,Wed Mar 11 15:16:35 +0000 2015,,
774603796,8/20/2015 09:52:06,false,1716156469,,8/20/2015 09:51:43,false,pocketmoneygpt,1,28884030,USA,WI,Minocqua,75.143.134.247,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,false,true,true,false,false,false,false,false,,,,58,entity/text/news/tweet/38901,entity/text/news/tweet/38966,1103tid003,1103tid012,National Anthems of Great Current Whaling Nations - Norway -  #Tweet4Taiji #SeaShepherd #thecove,Support for whaling is on the rise.  … #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,Wed Mar 11 03:39:12 +0000 2015,,,Wed Mar 11 15:16:35 +0000 2015,,
774603796,8/20/2015 10:03:54,false,1716159085,,8/20/2015 10:03:30,false,instagc,1,19302668,USA,IN,Brownsburg,107.147.80.169,true,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,true,false,,,,58,entity/text/news/tweet/38901,entity/text/news/tweet/38966,1103tid003,1103tid012,National Anthems of Great Current Whaling Nations - Norway -  #Tweet4Taiji #SeaShepherd #thecove,Support for whaling is on the rise.  … #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,Wed Mar 11 03:39:12 +0000 2015,,,Wed Mar 11 15:16:35 +0000 2015,,
774603797,8/20/2015 07:23:46,false,1716079563,,8/20/2015 07:23:23,false,prodege,1,25257275,CAN,BC,Port Coquitlam,70.68.58.9,true,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,59,entity/text/news/tweet/38695,entity/text/news/tweet/38966,1103tid004,1103tid012,International Whaling Commission should change their name to International Whale Commission. There is no whaling in IWC at all. Tweet4Taiji,Support for whaling is on the rise.  … #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,Wed Mar 11 04:24:48 +0000 2015,,,Wed Mar 11 15:16:35 +0000 2015,,
774603797,8/20/2015 07:30:56,false,1716081977,,8/20/2015 07:24:46,false,instagc,1,30326470,USA,CA,Santee,99.44.37.73,true,19,9,1,13,,11,,10,,2,,0,,1,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,true,false,,,,59,entity/text/news/tweet/38695,entity/text/news/tweet/38966,1103tid004,1103tid012,International Whaling Commission should change their name to International Whale Commission. There is no whaling in IWC at all. Tweet4Taiji,Support for whaling is on the rise.  … #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,Wed Mar 11 04:24:48 +0000 2015,,,Wed Mar 11 15:16:35 +0000 2015,,
774603797,8/20/2015 07:39:22,false,1716084121,,8/20/2015 07:38:52,false,prodege,1,27934334,GBR,C8,Croydon,81.159.60.206,true,,0,,1,,2,,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,true,false,,,,59,entity/text/news/tweet/38695,entity/text/news/tweet/38966,1103tid004,1103tid012,International Whaling Commission should change their name to International Whale Commission. There is no whaling in IWC at all. Tweet4Taiji,Support for whaling is on the rise.  … #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,Wed Mar 11 04:24:48 +0000 2015,,,Wed Mar 11 15:16:35 +0000 2015,,
774603797,8/20/2015 07:39:57,false,1716084301,,8/20/2015 07:38:41,false,instagc,1,23503585,CAN,SK,Regina,207.47.150.217,true,0,0,1,1,2,2,13,4,14,5,15,6,16,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,59,entity/text/news/tweet/38695,entity/text/news/tweet/38966,1103tid004,1103tid012,International Whaling Commission should change their name to International Whale Commission. There is no whaling in IWC at all. Tweet4Taiji,Support for whaling is on the rise.  … #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,Wed Mar 11 04:24:48 +0000 2015,,,Wed Mar 11 15:16:35 +0000 2015,,
774603797,8/20/2015 07:54:27,false,1716088259,,8/20/2015 07:53:51,false,neodev,0.9167,28513920,CAN,NB,Saint-quentin,74.120.220.234,true,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,59,entity/text/news/tweet/38695,entity/text/news/tweet/38966,1103tid004,1103tid012,International Whaling Commission should change their name to International Whale Commission. There is no whaling in IWC at all. Tweet4Taiji,Support for whaling is on the rise.  … #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,Wed Mar 11 04:24:48 +0000 2015,,,Wed Mar 11 15:16:35 +0000 2015,,
