worker_ID,tweet_ID,more_novel,equally_novel,less_novel,NA
29849805,entity/text/news/tweet/38804,0,0,0,1
17950689,entity/text/news/tweet/38804,0,0,0,1
13581319,entity/text/news/tweet/38804,0,0,1,0
20113482,entity/text/news/tweet/38804,0,0,0,1
11382239,entity/text/news/tweet/38804,0,0,0,1
27753923,entity/text/news/tweet/38804,0,0,1,0
32424428,entity/text/news/tweet/38804,0,0,1,0
29155723,entity/text/news/tweet/38804,0,0,0,1
16101132,entity/text/news/tweet/38804,0,0,0,1
24449707,entity/text/news/tweet/38804,0,0,1,0
33761260,entity/text/news/tweet/38804,0,0,1,0
13763729,entity/text/news/tweet/38804,0,0,1,0
30326470,entity/text/news/tweet/38804,0,0,0,1
28513920,entity/text/news/tweet/38804,0,1,0,0
21613169,entity/text/news/tweet/38804,0,0,0,1
30137403,entity/text/news/tweet/38804,0,1,0,0
15439740,entity/text/news/tweet/38804,0,0,0,1
22222103,entity/text/news/tweet/38804,0,0,0,1
28351359,entity/text/news/tweet/38804,0,0,0,1
19302668,entity/text/news/tweet/38804,0,0,1,0
33761260,entity/text/news/tweet/38804,0,0,1,0
13763729,entity/text/news/tweet/38804,0,0,1,0
31743852,entity/text/news/tweet/38804,0,0,0,1
15577915,entity/text/news/tweet/38804,0,0,1,0
2143114,entity/text/news/tweet/38804,0,0,1,0
19294877,entity/text/news/tweet/38804,0,0,1,0
33294824,entity/text/news/tweet/38804,1,0,0,0
31304413,entity/text/news/tweet/38804,0,0,1,0
28524232,entity/text/news/tweet/38804,0,0,0,1
18990100,entity/text/news/tweet/38804,0,0,0,1
33721948,entity/text/news/tweet/38804,0,0,0,1
21490235,entity/text/news/tweet/38804,0,0,0,1
21665495,entity/text/news/tweet/38804,0,0,0,1
4688131,entity/text/news/tweet/38804,0,0,0,1
28103910,entity/text/news/tweet/38804,0,0,0,1
30326470,entity/text/news/tweet/38693,0,1,0,0
28513920,entity/text/news/tweet/38693,0,1,0,0
30137403,entity/text/news/tweet/38693,0,1,0,0
21613169,entity/text/news/tweet/38693,0,1,0,0
15439740,entity/text/news/tweet/38693,0,1,0,0
22222103,entity/text/news/tweet/38693,0,1,0,0
28351359,entity/text/news/tweet/38693,0,0,1,0
19302668,entity/text/news/tweet/38693,0,0,1,0
30326470,entity/text/news/tweet/38693,0,1,0,0
28513920,entity/text/news/tweet/38693,0,1,0,0
30137403,entity/text/news/tweet/38693,0,1,0,0
21613169,entity/text/news/tweet/38693,0,1,0,0
15439740,entity/text/news/tweet/38693,1,0,0,0
22222103,entity/text/news/tweet/38693,0,1,0,0
28351359,entity/text/news/tweet/38693,0,0,1,0
19302668,entity/text/news/tweet/38693,1,0,0,0
29849805,entity/text/news/tweet/38693,0,0,1,0
17950689,entity/text/news/tweet/38693,0,1,0,0
13581319,entity/text/news/tweet/38693,0,0,1,0
11382239,entity/text/news/tweet/38693,0,0,1,0
20113482,entity/text/news/tweet/38693,0,0,1,0
27753923,entity/text/news/tweet/38693,0,0,1,0
32424428,entity/text/news/tweet/38693,0,0,1,0
29155723,entity/text/news/tweet/38693,0,0,1,0
16101132,entity/text/news/tweet/38693,0,1,0,0
24449707,entity/text/news/tweet/38693,0,0,1,0
33761260,entity/text/news/tweet/38693,0,0,1,0
30326470,entity/text/news/tweet/38901,0,1,0,0
28513920,entity/text/news/tweet/38901,0,1,0,0
30137403,entity/text/news/tweet/38901,0,1,0,0
21613169,entity/text/news/tweet/38901,0,1,0,0
15439740,entity/text/news/tweet/38901,0,0,1,0
22222103,entity/text/news/tweet/38901,0,1,0,0
28351359,entity/text/news/tweet/38901,1,0,0,0
19302668,entity/text/news/tweet/38901,0,0,1,0
30326470,entity/text/news/tweet/38901,0,1,0,0
28513920,entity/text/news/tweet/38901,0,0,0,1
21613169,entity/text/news/tweet/38901,0,1,0,0
30137403,entity/text/news/tweet/38901,0,1,0,0
15439740,entity/text/news/tweet/38901,0,0,1,0
22222103,entity/text/news/tweet/38901,0,1,0,0
28351359,entity/text/news/tweet/38901,1,0,0,0
19302668,entity/text/news/tweet/38901,0,0,1,0
30326470,entity/text/news/tweet/38901,1,0,0,0
28513920,entity/text/news/tweet/38901,0,1,0,0
30137403,entity/text/news/tweet/38901,0,1,0,0
21613169,entity/text/news/tweet/38901,0,1,0,0
15439740,entity/text/news/tweet/38901,1,0,0,0
22222103,entity/text/news/tweet/38901,0,1,0,0
28351359,entity/text/news/tweet/38901,1,0,0,0
19302668,entity/text/news/tweet/38901,1,0,0,0
33761260,entity/text/news/tweet/38901,1,0,0,0
13763729,entity/text/news/tweet/38901,0,0,1,0
31743852,entity/text/news/tweet/38901,0,0,1,0
15577915,entity/text/news/tweet/38901,0,0,1,0
2143114,entity/text/news/tweet/38901,1,0,0,0
19294877,entity/text/news/tweet/38901,0,0,1,0
33294824,entity/text/news/tweet/38901,1,0,0,0
31304413,entity/text/news/tweet/38901,0,0,1,0
18990100,entity/text/news/tweet/38901,0,0,1,0
28524232,entity/text/news/tweet/38901,0,1,0,0
33721948,entity/text/news/tweet/38901,0,1,0,0
