worker_ID,tweet_ID,more_novel,equally_novel,less_novel,NA
17950689,entity/text/news/tweet/38789,0,1,0,0
22141613,entity/text/news/tweet/38789,0,0,0,1
28884030,entity/text/news/tweet/38789,0,0,0,1
29849805,entity/text/news/tweet/38789,0,1,0,0
4711962,entity/text/news/tweet/38789,0,1,0,0
32306192,entity/text/news/tweet/38789,0,1,0,0
32053642,entity/text/news/tweet/38789,1,0,0,0
30779198,entity/text/news/tweet/38789,0,0,1,0
4688131,entity/text/news/tweet/38789,0,0,1,0
20113482,entity/text/news/tweet/38789,1,0,0,0
31304413,entity/text/news/tweet/38789,0,1,0,0
22535866,entity/text/news/tweet/38789,1,0,0,0
22222103,entity/text/news/tweet/38789,0,1,0,0
29155723,entity/text/news/tweet/38789,1,0,0,0
30901412,entity/text/news/tweet/38789,0,1,0,0
17950689,entity/text/news/tweet/38789,0,1,0,0
22141613,entity/text/news/tweet/38789,0,0,0,1
28884030,entity/text/news/tweet/38789,0,0,0,1
29849805,entity/text/news/tweet/38789,0,0,1,0
4711962,entity/text/news/tweet/38789,0,1,0,0
32306192,entity/text/news/tweet/38789,0,1,0,0
32053642,entity/text/news/tweet/38789,1,0,0,0
20113482,entity/text/news/tweet/38789,0,0,1,0
31304413,entity/text/news/tweet/38789,1,0,0,0
22535866,entity/text/news/tweet/38789,1,0,0,0
22222103,entity/text/news/tweet/38789,0,1,0,0
29155723,entity/text/news/tweet/38789,1,0,0,0
30901412,entity/text/news/tweet/38789,1,0,0,0
26602053,entity/text/news/tweet/38789,1,0,0,0
16654434,entity/text/news/tweet/38789,0,0,1,0
17950689,entity/text/news/tweet/38789,0,1,0,0
22141613,entity/text/news/tweet/38789,0,0,0,1
28884030,entity/text/news/tweet/38789,0,0,0,1
29849805,entity/text/news/tweet/38789,1,0,0,0
4711962,entity/text/news/tweet/38789,0,1,0,0
32306192,entity/text/news/tweet/38789,0,1,0,0
32053642,entity/text/news/tweet/38789,1,0,0,0
20113482,entity/text/news/tweet/38789,0,0,0,1
31304413,entity/text/news/tweet/38789,1,0,0,0
22535866,entity/text/news/tweet/38789,0,0,1,0
22222103,entity/text/news/tweet/38789,0,0,0,1
29155723,entity/text/news/tweet/38789,0,0,1,0
30901412,entity/text/news/tweet/38789,1,0,0,0
26602053,entity/text/news/tweet/38789,0,1,0,0
16654434,entity/text/news/tweet/38789,1,0,0,0
17950689,entity/text/news/tweet/38789,0,1,0,0
22141613,entity/text/news/tweet/38789,0,0,0,1
28884030,entity/text/news/tweet/38789,0,0,0,1
29849805,entity/text/news/tweet/38789,0,0,1,0
4711962,entity/text/news/tweet/38789,0,1,0,0
32306192,entity/text/news/tweet/38789,0,1,0,0
32053642,entity/text/news/tweet/38789,1,0,0,0
30779198,entity/text/news/tweet/38789,0,0,1,0
4688131,entity/text/news/tweet/38789,0,0,1,0
20113482,entity/text/news/tweet/38789,0,0,1,0
31304413,entity/text/news/tweet/38789,0,1,0,0
22535866,entity/text/news/tweet/38789,0,0,1,0
22222103,entity/text/news/tweet/38789,0,1,0,0
29155723,entity/text/news/tweet/38789,0,0,1,0
30901412,entity/text/news/tweet/38789,0,1,0,0
30901412,entity/text/news/tweet/38893,1,0,0,0
26602053,entity/text/news/tweet/38893,1,0,0,0
23804661,entity/text/news/tweet/38893,0,1,0,0
3587109,entity/text/news/tweet/38893,0,1,0,0
31184650,entity/text/news/tweet/38893,0,1,0,0
25257275,entity/text/news/tweet/38893,0,1,0,0
14571439,entity/text/news/tweet/38893,0,1,0,0
33500282,entity/text/news/tweet/38893,1,0,0,0
21490235,entity/text/news/tweet/38893,0,1,0,0
16654434,entity/text/news/tweet/38893,0,1,0,0
20312760,entity/text/news/tweet/38893,0,0,1,0
32338429,entity/text/news/tweet/38893,0,1,0,0
21665495,entity/text/news/tweet/38893,0,1,0,0
16682358,entity/text/news/tweet/38893,0,1,0,0
33386576,entity/text/news/tweet/38893,0,0,1,0
20113482,entity/text/news/tweet/38893,0,0,1,0
31304413,entity/text/news/tweet/38893,1,0,0,0
22535866,entity/text/news/tweet/38893,1,0,0,0
22222103,entity/text/news/tweet/38893,0,1,0,0
29155723,entity/text/news/tweet/38893,0,1,0,0
30901412,entity/text/news/tweet/38893,1,0,0,0
26602053,entity/text/news/tweet/38893,1,0,0,0
23804661,entity/text/news/tweet/38893,1,0,0,0
3587109,entity/text/news/tweet/38893,0,1,0,0
31184650,entity/text/news/tweet/38893,0,1,0,0
25257275,entity/text/news/tweet/38893,0,1,0,0
14571439,entity/text/news/tweet/38893,0,1,0,0
33500282,entity/text/news/tweet/38893,1,0,0,0
21490235,entity/text/news/tweet/38893,0,1,0,0
16654434,entity/text/news/tweet/38893,1,0,0,0
30901412,entity/text/news/tweet/38853,1,0,0,0
26602053,entity/text/news/tweet/38853,1,0,0,0
23804661,entity/text/news/tweet/38853,1,0,0,0
3587109,entity/text/news/tweet/38853,0,1,0,0
31184650,entity/text/news/tweet/38853,0,1,0,0
25257275,entity/text/news/tweet/38853,1,0,0,0
14571439,entity/text/news/tweet/38853,0,1,0,0
33500282,entity/text/news/tweet/38853,1,0,0,0
21490235,entity/text/news/tweet/38853,0,1,0,0
20312760,entity/text/news/tweet/38853,0,0,1,0
32338429,entity/text/news/tweet/38853,0,1,0,0
16654434,entity/text/news/tweet/38853,0,0,1,0
21665495,entity/text/news/tweet/38853,0,1,0,0
16682358,entity/text/news/tweet/38853,0,1,0,0
33386576,entity/text/news/tweet/38853,0,0,1,0
22141613,entity/text/news/tweet/38853,0,0,0,1
17950689,entity/text/news/tweet/38853,0,0,0,1
28884030,entity/text/news/tweet/38853,0,0,0,1
29849805,entity/text/news/tweet/38853,0,0,0,1
4711962,entity/text/news/tweet/38853,0,1,0,0
32306192,entity/text/news/tweet/38853,0,0,0,1
32053642,entity/text/news/tweet/38853,0,0,0,1
13581319,entity/text/news/tweet/38853,0,0,0,1
33903622,entity/text/news/tweet/38853,0,0,0,1
28524232,entity/text/news/tweet/38853,0,0,0,1
33721948,entity/text/news/tweet/38853,0,0,0,1
20043586,entity/text/news/tweet/38853,0,0,0,1
28103910,entity/text/news/tweet/38853,0,1,0,0
30779198,entity/text/news/tweet/38853,0,0,0,1
4688131,entity/text/news/tweet/38853,0,0,0,1
22141613,entity/text/news/tweet/38853,0,0,0,1
17950689,entity/text/news/tweet/38853,0,1,0,0
28884030,entity/text/news/tweet/38853,0,0,0,1
29849805,entity/text/news/tweet/38853,1,0,0,0
4711962,entity/text/news/tweet/38853,0,1,0,0
32306192,entity/text/news/tweet/38853,0,1,0,0
32053642,entity/text/news/tweet/38853,1,0,0,0
13581319,entity/text/news/tweet/38853,0,0,1,0
33903622,entity/text/news/tweet/38853,0,1,0,0
28524232,entity/text/news/tweet/38853,1,0,0,0
33721948,entity/text/news/tweet/38853,0,1,0,0
20043586,entity/text/news/tweet/38853,0,1,0,0
28103910,entity/text/news/tweet/38853,0,1,0,0
30779198,entity/text/news/tweet/38853,0,1,0,0
4688131,entity/text/news/tweet/38853,1,0,0,0
20113482,entity/text/news/tweet/38910,1,0,0,0
31304413,entity/text/news/tweet/38910,0,1,0,0
22535866,entity/text/news/tweet/38910,0,0,0,1
22222103,entity/text/news/tweet/38910,0,0,0,1
29155723,entity/text/news/tweet/38910,1,0,0,0
30901412,entity/text/news/tweet/38910,0,0,1,0
26602053,entity/text/news/tweet/38910,1,0,0,0
23804661,entity/text/news/tweet/38910,0,1,0,0
3587109,entity/text/news/tweet/38910,0,1,0,0
31184650,entity/text/news/tweet/38910,0,1,0,0
25257275,entity/text/news/tweet/38910,0,1,0,0
14571439,entity/text/news/tweet/38910,0,1,0,0
33500282,entity/text/news/tweet/38910,0,0,1,0
21490235,entity/text/news/tweet/38910,0,1,0,0
16654434,entity/text/news/tweet/38910,0,1,0,0
26602053,entity/text/news/tweet/38910,1,0,0,0
23804661,entity/text/news/tweet/38910,1,0,0,0
3587109,entity/text/news/tweet/38910,0,1,0,0
31184650,entity/text/news/tweet/38910,0,1,0,0
25257275,entity/text/news/tweet/38910,1,0,0,0
33500282,entity/text/news/tweet/38910,1,0,0,0
21490235,entity/text/news/tweet/38910,1,0,0,0
20312760,entity/text/news/tweet/38910,0,0,1,0
32338429,entity/text/news/tweet/38910,0,1,0,0
16654434,entity/text/news/tweet/38910,0,1,0,0
21665495,entity/text/news/tweet/38910,0,1,0,0
16682358,entity/text/news/tweet/38910,0,1,0,0
32799278,entity/text/news/tweet/38910,0,1,0,0
33189780,entity/text/news/tweet/38910,1,0,0,0
32352104,entity/text/news/tweet/38910,0,1,0,0
17950689,entity/text/news/tweet/38910,0,0,1,0
22141613,entity/text/news/tweet/38910,0,0,0,1
28884030,entity/text/news/tweet/38910,0,0,0,1
29849805,entity/text/news/tweet/38910,1,0,0,0
4711962,entity/text/news/tweet/38910,0,1,0,0
32306192,entity/text/news/tweet/38910,0,1,0,0
32053642,entity/text/news/tweet/38910,1,0,0,0
28524232,entity/text/news/tweet/38910,1,0,0,0
33565158,entity/text/news/tweet/38910,1,0,0,0
13581319,entity/text/news/tweet/38910,1,0,0,0
33903622,entity/text/news/tweet/38910,1,0,0,0
33721948,entity/text/news/tweet/38910,0,1,0,0
20043586,entity/text/news/tweet/38910,0,0,0,1
6344072,entity/text/news/tweet/38910,0,0,0,1
28103910,entity/text/news/tweet/38910,0,1,0,0
17950689,entity/text/news/tweet/38667,0,1,0,0
22141613,entity/text/news/tweet/38667,0,0,0,1
28884030,entity/text/news/tweet/38667,0,0,0,1
29849805,entity/text/news/tweet/38667,1,0,0,0
4711962,entity/text/news/tweet/38667,0,1,0,0
32306192,entity/text/news/tweet/38667,0,1,0,0
32053642,entity/text/news/tweet/38667,1,0,0,0
13581319,entity/text/news/tweet/38667,1,0,0,0
28524232,entity/text/news/tweet/38667,0,0,1,0
33903622,entity/text/news/tweet/38667,0,1,0,0
33721948,entity/text/news/tweet/38667,0,1,0,0
20043586,entity/text/news/tweet/38667,0,0,0,1
28103910,entity/text/news/tweet/38667,0,1,0,0
30779198,entity/text/news/tweet/38667,0,0,1,0
4688131,entity/text/news/tweet/38667,0,0,1,0
17950689,entity/text/news/tweet/38667,0,1,0,0
22141613,entity/text/news/tweet/38667,0,0,0,1
28884030,entity/text/news/tweet/38667,0,0,0,1
29849805,entity/text/news/tweet/38667,0,1,0,0
4711962,entity/text/news/tweet/38667,0,1,0,0
32306192,entity/text/news/tweet/38667,0,1,0,0
32053642,entity/text/news/tweet/38667,0,0,1,0
28524232,entity/text/news/tweet/38667,0,1,0,0
33565158,entity/text/news/tweet/38667,0,1,0,0
13581319,entity/text/news/tweet/38667,0,1,0,0
33903622,entity/text/news/tweet/38667,0,1,0,0
33721948,entity/text/news/tweet/38667,0,1,0,0
20043586,entity/text/news/tweet/38667,0,0,0,1
6344072,entity/text/news/tweet/38667,0,1,0,0
28103910,entity/text/news/tweet/38667,0,1,0,0
17950689,entity/text/news/tweet/38667,0,1,0,0
22141613,entity/text/news/tweet/38667,0,0,0,1
28884030,entity/text/news/tweet/38667,0,0,0,1
29849805,entity/text/news/tweet/38667,0,0,1,0
4711962,entity/text/news/tweet/38667,0,1,0,0
32306192,entity/text/news/tweet/38667,0,1,0,0
32053642,entity/text/news/tweet/38667,0,0,1,0
13581319,entity/text/news/tweet/38667,0,1,0,0
28524232,entity/text/news/tweet/38667,1,0,0,0
33903622,entity/text/news/tweet/38667,0,1,0,0
33721948,entity/text/news/tweet/38667,0,1,0,0
20043586,entity/text/news/tweet/38667,0,0,1,0
28103910,entity/text/news/tweet/38667,1,0,0,0
30779198,entity/text/news/tweet/38667,0,0,1,0
4688131,entity/text/news/tweet/38667,0,1,0,0
17950689,entity/text/news/tweet/38797,0,1,0,0
22141613,entity/text/news/tweet/38797,0,0,0,1
28884030,entity/text/news/tweet/38797,0,0,0,1
29849805,entity/text/news/tweet/38797,0,0,1,0
4711962,entity/text/news/tweet/38797,0,1,0,0
32306192,entity/text/news/tweet/38797,0,1,0,0
32053642,entity/text/news/tweet/38797,0,0,1,0
13581319,entity/text/news/tweet/38797,0,0,1,0
28524232,entity/text/news/tweet/38797,1,0,0,0
33903622,entity/text/news/tweet/38797,0,1,0,0
33721948,entity/text/news/tweet/38797,0,1,0,0
20043586,entity/text/news/tweet/38797,0,0,0,1
28103910,entity/text/news/tweet/38797,0,1,0,0
30779198,entity/text/news/tweet/38797,1,0,0,0
4688131,entity/text/news/tweet/38797,1,0,0,0
17950689,entity/text/news/tweet/38708,0,1,0,0
22141613,entity/text/news/tweet/38708,0,0,0,1
28884030,entity/text/news/tweet/38708,0,0,0,1
29849805,entity/text/news/tweet/38708,0,1,0,0
4711962,entity/text/news/tweet/38708,0,1,0,0
32306192,entity/text/news/tweet/38708,0,1,0,0
32053642,entity/text/news/tweet/38708,1,0,0,0
28524232,entity/text/news/tweet/38708,0,1,0,0
33565158,entity/text/news/tweet/38708,0,1,0,0
13581319,entity/text/news/tweet/38708,0,1,0,0
33903622,entity/text/news/tweet/38708,0,1,0,0
33721948,entity/text/news/tweet/38708,0,1,0,0
20043586,entity/text/news/tweet/38708,0,0,0,1
6344072,entity/text/news/tweet/38708,0,1,0,0
28103910,entity/text/news/tweet/38708,0,1,0,0
17950689,entity/text/news/tweet/38708,0,1,0,0
22141613,entity/text/news/tweet/38708,0,0,0,1
28884030,entity/text/news/tweet/38708,0,0,0,1
29849805,entity/text/news/tweet/38708,0,1,0,0
4711962,entity/text/news/tweet/38708,0,1,0,0
32306192,entity/text/news/tweet/38708,0,1,0,0
32053642,entity/text/news/tweet/38708,0,0,1,0
33565158,entity/text/news/tweet/38708,0,1,0,0
28524232,entity/text/news/tweet/38708,0,0,1,0
13581319,entity/text/news/tweet/38708,1,0,0,0
33903622,entity/text/news/tweet/38708,0,1,0,0
33721948,entity/text/news/tweet/38708,0,1,0,0
20043586,entity/text/news/tweet/38708,0,1,0,0
6344072,entity/text/news/tweet/38708,0,1,0,0
28103910,entity/text/news/tweet/38708,0,1,0,0
17950689,entity/text/news/tweet/38993,0,1,0,0
22141613,entity/text/news/tweet/38993,0,0,0,1
28884030,entity/text/news/tweet/38993,0,0,0,1
29849805,entity/text/news/tweet/38993,1,0,0,0
