worker_ID,avg_words
23804661,2.888888888888889
11382239,3.9285714285714284
16654434,3.2
34164763,2.1875
32292681,1.0
31861996,1.0
29155723,5.416666666666667
4711962,1.0
15439740,3.857142857142857
28103910,0.8055555555555556
25257275,1.0
27753923,1.0285714285714285
20043586,3.9642857142857144
33761260,2.7222222222222223
4688131,0.2222222222222222
19302668,1.0
15577915,1.0
31743852,1.6388888888888888
31256687,1.1944444444444444
33294824,1.5833333333333333
20113482,2.138888888888889
18317462,4.375
33081699,1.0
22166359,2.5
2143114,0.5
19913374,1.0
32352104,0.4166666666666667
24449707,4.194444444444445
20312760,1.25
18666417,3.2222222222222223
32338429,1.2777777777777777
28351359,0.7777777777777778
18960682,3.107142857142857
31613324,1.2222222222222223
6344072,2.6666666666666665
20929875,4.5
14353703,2.0277777777777777
21875134,5.0
29209955,0.9642857142857143
28513920,0.9444444444444444
18990100,5.611111111111111
3587109,1.1388888888888888
13581319,1.0
20316161,2.5
32053642,4.555555555555555
33397209,1.5277777777777777
33793607,2.0555555555555554
33386576,1.2777777777777777
