worker_ID,avg_words
11382239,4.733333333333333
29096504,2.0555555555555554
32292681,1.0
8260660,4.366666666666666
21490235,1.1388888888888888
4711962,1.0
6488338,6.694444444444445
23503585,6.861111111111111
15577915,1.6111111111111112
24449707,4.7
30901412,2.4166666666666665
31184650,1.0833333333333333
20113482,6.055555555555555
2143114,0.6666666666666666
31906954,1.0
19913374,1.0
20312760,1.1666666666666667
31304413,1.1153846153846154
33467170,1.8571428571428572
32338429,1.8333333333333333
31827582,2.9615384615384617
29613285,5.0
28351359,1.5588235294117647
30544555,1.4666666666666666
33271440,0.0
28513920,0.7222222222222222
27934334,3.361111111111111
32916723,1.0
32424428,2.5833333333333335
13581319,1.6
3587109,1.7666666666666666
29849805,3.5277777777777777
