worker_ID,more_novel,equally_novel,less_novel,irrelevant,irr_behaviour,novelty_selection_percentage,same_answer,avg_novel_words,avg_NOT_novel_words,Novelty_Cosine,Novelty_Worker_Disagreement,spammer,1and2,1or2_3or4or5,4and5,avg_irr50,avg_nov75
33761260,13,8,13,2,0.0555555555555556,0.361111111111111,0,3.81,2.38,0.5453317840100667,0.31217838765008576,0,0,0,0,0,0
33721948,0,18,0,0,0,0,1,1,NONE,0.6778055955345266,0.4005037783375315,0,0,0,0,0,0
33467170,15,6,15,0,0,0.416666666666667,0,2.81,0,0.5255344854926399,0.2988313856427379,0,0,0,0,0,0
33330229,6,6,6,0,0,0.333333333333333,0,8.25,0,0.6427617215021041,0.36523929471032746,0,0,0,0,0,0
33294824,3,12,3,0,0,0.166666666666667,0,1.53,1.33,0.5263188920156674,0.30982367758186397,0,0,0,0,0,0
33271440,0,0,0,36,1,0,1,NONE,NONE,0.1537118550355886,0.09433962264150944,1,1,0,0,0,0
33230986,0,36,0,0,0,0,1,1.17,NONE,0.7171940041758387,0.4288164665523156,0,0,0,0,0,0
32916723,0,36,0,0,0,0,1,1,NONE,0.684893505308982,0.4056761268781302,0,0,0,0,0,0
32424428,16,4,16,0,0,0.444444444444444,0,4.1,1.94,0.4463601839937766,0.2504288164665523,0,0,0,0,0,0
32292681,0,36,0,0,0,0,1,1,NONE,0.7171940041758387,0.4288164665523156,0,0,0,0,0,0
32053642,8,2,8,0,0,0.444444444444444,0,5.6,3.25,0.522282873014099,0.29974811083123426,0,0,0,0,0,0
31906954,0,36,0,0,0,0,1,1,NONE,0.684893505308982,0.4056761268781302,0,0,0,0,0,0
31743852,13,2,13,8,0.222222222222222,0.361111111111111,0,3.73,0,0.4423658626893728,0.2504288164665523,0,0,0,0,0,0
31304413,5,8,5,0,0,0.277777777777778,0,1.46,1,0.6077231610933723,0.34005037783375314,0,0,0,0,0,0
30326470,3,24,3,6,0.166666666666667,0.0833333333333333,0,2.33,1,0.6310492442359648,0.3722871452420701,0,0,0,0,0,0
30137403,0,36,0,0,0,0,1,6.58,NONE,0.7171940041758387,0.4288164665523156,0,0,0,0,0,0
29849805,13,4,13,6,0.166666666666667,0.361111111111111,0,5.35,3.46,0.5085575323998067,0.29549248747913187,0,0,0,0,0,0
29155723,6,18,6,6,0.166666666666667,0.166666666666667,0,4.21,4.17,0.6621125299746868,0.38250428816466553,0,0,0,0,0,0
28884030,0,0,0,36,1,0,1,NONE,NONE,0.20549300818700295,0.11018363939899833,1,1,0,0,0,0
28524232,10,10,10,6,0.166666666666667,0.277777777777778,0,4.5,1.9,0.6188804659838857,0.3653516295025729,0,0,0,0,0,0
28513920,0,24,0,12,0.333333333333333,0,0,1,NONE,0.5606650906985027,0.333889816360601,0,0,0,0,0,0
28351359,15,2,15,4,0.111111111111111,0.416666666666667,0,3.29,0,0.5031508171148968,0.2921535893155259,0,0,0,0,0,0
28103910,1,12,1,4,0.222222222222222,0.0555555555555556,0,1.23,1,0.5632764160817428,0.3350125944584383,0,0,0,0,0,0
