worker_ID,avg_words
11382239,4.777777777777778
22166359,4.111111111111111
32292681,1.0
8260660,2.611111111111111
31861996,0.9444444444444444
20043586,3.96875
6488338,6.416666666666667
33727304,2.9166666666666665
28103910,1.1388888888888888
33761260,3.4444444444444446
23503585,7.5
33565158,3.5555555555555554
24449707,4.138888888888889
30901412,2.2
31184650,1.0
18634892,1.75
20113482,6.5
9653950,7.0
15848372,4.166666666666667
31906954,1.0
19913374,1.0
33798502,2.75
20312760,1.0
31304413,1.3333333333333333
31827582,3.2777777777777777
14086483,1.5277777777777777
33271440,0.0
28513920,0.75
32424428,3.2857142857142856
18990100,6.833333333333333
19294877,7.055555555555555
3587109,1.7222222222222223
