entity/text/news/tweet/38588,175
entity/text/news/tweet/38612,174
entity/text/news/tweet/38635,46
entity/text/news/tweet/38637,93
entity/text/news/tweet/38649,118
entity/text/news/tweet/38691,258
entity/text/news/tweet/38693,121
entity/text/news/tweet/38695,207
entity/text/news/tweet/38705,309
entity/text/news/tweet/38733,202
entity/text/news/tweet/38755,82
entity/text/news/tweet/38764,53
entity/text/news/tweet/38770,293
entity/text/news/tweet/38771,63
entity/text/news/tweet/38779,37
entity/text/news/tweet/38781,276
entity/text/news/tweet/38804,25
entity/text/news/tweet/38806,275
entity/text/news/tweet/38846,237
entity/text/news/tweet/38871,263
entity/text/news/tweet/38901,159
entity/text/news/tweet/38912,169
entity/text/news/tweet/38923,191
entity/text/news/tweet/38931,53
entity/text/news/tweet/38932,4
entity/text/news/tweet/38966,226
entity/text/news/tweet/38975,95
entity/text/news/tweet/38979,166
