entity/text/news/tweet/38580,150
entity/text/news/tweet/38585,123
entity/text/news/tweet/38591,311
entity/text/news/tweet/38598,330
entity/text/news/tweet/38599,196
entity/text/news/tweet/38645,220
entity/text/news/tweet/38650,56
entity/text/news/tweet/38670,167
entity/text/news/tweet/38678,255
entity/text/news/tweet/38731,36
entity/text/news/tweet/38739,312
entity/text/news/tweet/38752,266
entity/text/news/tweet/38756,324
entity/text/news/tweet/38766,75
entity/text/news/tweet/38767,175
entity/text/news/tweet/38775,283
entity/text/news/tweet/38778,87
entity/text/news/tweet/38794,235
entity/text/news/tweet/38805,243
entity/text/news/tweet/38818,287
entity/text/news/tweet/38820,198
entity/text/news/tweet/38826,253
entity/text/news/tweet/38874,307
entity/text/news/tweet/38895,138
entity/text/news/tweet/38908,309
entity/text/news/tweet/38939,151
entity/text/news/tweet/38940,240
entity/text/news/tweet/38955,110
entity/text/news/tweet/38994,265
entity/text/news/tweet/39005,-3
