worker_ID,avg_words
11382239,3.2777777777777777
32292681,1.0
31861996,1.0
20043586,3.9166666666666665
18960682,4.694444444444445
28103910,0.9166666666666666
25257275,1.0
27753923,0.9444444444444444
29155723,5.861111111111111
4711962,0.9722222222222222
24449707,3.75
33294824,1.6944444444444444
33081699,1.0
2143114,0.5
31906954,1.0
19913374,1.0
32352104,0.8055555555555556
20312760,0.78125
29216552,0.625
28351359,0.8611111111111112
18317462,2.2222222222222223
16689653,2.9444444444444446
6344072,2.5
29209955,0.8333333333333334
18990100,3.9722222222222223
20113482,4.25
13581319,0.9166666666666666
3587109,1.2777777777777777
32053642,3.638888888888889
33397209,1.0
33386576,1.3611111111111112
