worker_ID,score
6330007,0.5986504572503921
28790780,0.6644865131101382
31670127,0.36270503028777923
20043586,0.5589673149791312
4711962,0.6432833468026858
19302668,0.4889777900338052
15439740,0.6927512649517149
28103910,0.6167136297007123
25257275,0.6641474253704907
27753923,0.48771881551077967
21490235,0.6247697081916317
33761260,0.3193991818419961
23503585,0.5465035096439012
31065274,0.5973369052877864
30137403,0.5624088269535465
15577915,0.46585611627366114
33453357,0.5717608557473811
33565158,0.5557730676306895
33721948,0.6944636764484181
24449707,0.5409704349019439
30901412,0.5560309987429798
31184650,0.6925876926296296
33725995,0.63602310524555
33294824,0.47332855444508776
9653950,0.7045005719847028
33538351,0.541950291322748
2143114,0.32883959821607134
33903622,0.7088176908681385
21665495,0.6748162366282918
19913374,0.6629448687813585
32352104,0.7260647966186606
20312760,0.42512138999430416
31304413,0.6837211142536426
33467170,0.6046750874829985
32338429,0.6796031408030025
31695021,0.5137797479792825
17950689,0.6879332754676959
22141613,0.17687908419890488
16101132,0.4147655440633353
6344072,0.6136114889151204
33500282,0.4127861528296481
32053642,0.3625976756681557
33271440,0.17687908419890488
29209955,0.6818263055950611
27934334,0.5803548484754745
29849805,0.3817346029504152
18990100,0.540049831637214
34053021,0.5569820318871644
19294877,0.650880460249039
13581319,0.5158447007634948
3587109,0.6855470415693579
21963184,0.6310710677529707
20113482,0.6426636680347818
31443509,0.6623440345124109
