worker_ID,avg_words
32292681,0.9722222222222222
8260660,4.5
31861996,0.8888888888888888
33427067,1.6944444444444444
21490235,1.2222222222222223
4711962,1.0
6488338,3.5
33727304,2.4444444444444446
27753923,0.4444444444444444
20043586,5.6
33761260,2.5555555555555554
23503585,6.5
30137403,7.8
15577915,1.3888888888888888
33565158,4.5
24449707,2.7222222222222223
30901412,1.3888888888888888
31256687,1.0
29155723,6.083333333333333
20113482,4.2
22166359,3.0
33538351,2.2777777777777777
2143114,0.5
31906954,1.0
21665495,1.0
19913374,0.8888888888888888
32352104,0.8333333333333334
20312760,1.0277777777777777
16101132,0.8
33467170,1.3611111111111112
31827582,3.6944444444444446
17950689,1.1111111111111112
31613324,1.7
24043308,2.25
30544555,1.3888888888888888
14353703,2.1666666666666665
33271440,0.0
28513920,0.8611111111111112
27934334,3.3055555555555554
32424428,2.4482758620689653
18990100,4.916666666666667
13581319,1.2777777777777777
3587109,0.9444444444444444
33294824,1.8055555555555556
29849805,3.7222222222222223
33386576,2.3
