_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,clickedforval,ev0a,ev0b,ev1a,ev1b,ev2a,ev2b,ev3a,ev3b,ev4a,ev4b,ev5a,ev5b,ev6a,ev6b,ev7a,ev7b,ev8a,ev8b,event0,event1,event2,event3,event4,event5,event6,event7,event8,eventb0,eventb1,eventb2,eventb3,eventb4,eventb5,eventb6,eventb7,eventb8,forvalidation,selectedforval,tweet1irrelevant,tweet1isgreyed,tweet1novel,tweet2irrelevant,tweet2isgreyed,tweet2novel,tweetsequal,orig__golden,author1,author2,input,ptid1,ptid2,seedindex1,seedindex2,text1,text2,tweet1date,tweet1irrelevant_gold,tweet1irrelevant_gold_reason,tweet2date,tweet2irrelevant_gold,tweet2irrelevant_gold_reason
776260972,8/23/2015 01:37:38,false,1719088457,,8/23/2015 01:37:03,false,instagc,1,22166359,CAN,BC,Surrey,75.155.223.94,true,6,,7,,10,,16,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,,,,645,entity/text/news/tweet/38645,entity/text/news/tweet/38778,1203tid015,1203tid037,@DavidBooker25: #THRILLER YAKUZA'S REVENGE What if whaling resumed illegally around Maui the mating waters of the humpback whales?,@museofhistory: @GayPatriot @JohnEkdahl I volunteered with ORCA in Boston &amp; now I'm all for whaling.,Thu Mar 12 12:28:10 +0000 2015,,,Thu Mar 12 22:47:50 +0000 2015,,
776260972,8/23/2015 01:38:53,false,1719088732,,8/23/2015 01:38:24,false,prodege,1,33565158,USA,OK,Woodward,107.142.162.102,true,4,,5,,6,,7,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,,,,645,entity/text/news/tweet/38645,entity/text/news/tweet/38778,1203tid015,1203tid037,@DavidBooker25: #THRILLER YAKUZA'S REVENGE What if whaling resumed illegally around Maui the mating waters of the humpback whales?,@museofhistory: @GayPatriot @JohnEkdahl I volunteered with ORCA in Boston &amp; now I'm all for whaling.,Thu Mar 12 12:28:10 +0000 2015,,,Thu Mar 12 22:47:50 +0000 2015,,
776260972,8/23/2015 01:44:42,false,1719089707,,8/23/2015 01:44:19,false,clixsense,1,33271440,USA,VA,Manassas,207.244.77.1,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,false,true,true,false,false,false,false,false,,,,645,entity/text/news/tweet/38645,entity/text/news/tweet/38778,1203tid015,1203tid037,@DavidBooker25: #THRILLER YAKUZA'S REVENGE What if whaling resumed illegally around Maui the mating waters of the humpback whales?,@museofhistory: @GayPatriot @JohnEkdahl I volunteered with ORCA in Boston &amp; now I'm all for whaling.,Thu Mar 12 12:28:10 +0000 2015,,,Thu Mar 12 22:47:50 +0000 2015,,
776260972,8/23/2015 01:48:58,false,1719090455,,8/23/2015 01:45:55,false,neodev,1,33761260,USA,IL,Elk Grove Village,107.182.226.196,true,0,0,1,1,17,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,,,,645,entity/text/news/tweet/38645,entity/text/news/tweet/38778,1203tid015,1203tid037,@DavidBooker25: #THRILLER YAKUZA'S REVENGE What if whaling resumed illegally around Maui the mating waters of the humpback whales?,@museofhistory: @GayPatriot @JohnEkdahl I volunteered with ORCA in Boston &amp; now I'm all for whaling.,Thu Mar 12 12:28:10 +0000 2015,,,Thu Mar 12 22:47:50 +0000 2015,,
776260972,8/23/2015 01:49:19,false,1719090499,,8/23/2015 01:48:45,false,instagc,1,31861996,USA,FL,Homestead,73.46.199.178,true,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,645,entity/text/news/tweet/38645,entity/text/news/tweet/38778,1203tid015,1203tid037,@DavidBooker25: #THRILLER YAKUZA'S REVENGE What if whaling resumed illegally around Maui the mating waters of the humpback whales?,@museofhistory: @GayPatriot @JohnEkdahl I volunteered with ORCA in Boston &amp; now I'm all for whaling.,Thu Mar 12 12:28:10 +0000 2015,,,Thu Mar 12 22:47:50 +0000 2015,,
776260972,8/23/2015 01:54:43,false,1719091532,,8/23/2015 01:51:49,false,clixsense,1,6344072,CAN,BC,Burnaby,172.218.166.58,true,6,14,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,,,,645,entity/text/news/tweet/38645,entity/text/news/tweet/38778,1203tid015,1203tid037,@DavidBooker25: #THRILLER YAKUZA'S REVENGE What if whaling resumed illegally around Maui the mating waters of the humpback whales?,@museofhistory: @GayPatriot @JohnEkdahl I volunteered with ORCA in Boston &amp; now I'm all for whaling.,Thu Mar 12 12:28:10 +0000 2015,,,Thu Mar 12 22:47:50 +0000 2015,,
776260972,8/23/2015 01:55:28,false,1719091672,,8/23/2015 01:54:12,false,instagc,1,31865609,USA,AZ,Mesa,184.101.84.146,true,6,6,8,14,10,,12,,13,,16,,17,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,645,entity/text/news/tweet/38645,entity/text/news/tweet/38778,1203tid015,1203tid037,@DavidBooker25: #THRILLER YAKUZA'S REVENGE What if whaling resumed illegally around Maui the mating waters of the humpback whales?,@museofhistory: @GayPatriot @JohnEkdahl I volunteered with ORCA in Boston &amp; now I'm all for whaling.,Thu Mar 12 12:28:10 +0000 2015,,,Thu Mar 12 22:47:50 +0000 2015,,
776260972,8/23/2015 02:00:40,false,1719092657,,8/23/2015 02:00:19,false,elite,1,29216689,USA,,,172.162.221.113,true,17,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,645,entity/text/news/tweet/38645,entity/text/news/tweet/38778,1203tid015,1203tid037,@DavidBooker25: #THRILLER YAKUZA'S REVENGE What if whaling resumed illegally around Maui the mating waters of the humpback whales?,@museofhistory: @GayPatriot @JohnEkdahl I volunteered with ORCA in Boston &amp; now I'm all for whaling.,Thu Mar 12 12:28:10 +0000 2015,,,Thu Mar 12 22:47:50 +0000 2015,,
776260972,8/23/2015 02:15:27,false,1719095103,,8/23/2015 02:14:42,false,neodev,1,33294824,USA,TX,San Antonio,99.61.28.207,true,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,645,entity/text/news/tweet/38645,entity/text/news/tweet/38778,1203tid015,1203tid037,@DavidBooker25: #THRILLER YAKUZA'S REVENGE What if whaling resumed illegally around Maui the mating waters of the humpback whales?,@museofhistory: @GayPatriot @JohnEkdahl I volunteered with ORCA in Boston &amp; now I'm all for whaling.,Thu Mar 12 12:28:10 +0000 2015,,,Thu Mar 12 22:47:50 +0000 2015,,
776260972,8/23/2015 02:25:17,false,1719096902,,8/23/2015 02:24:32,false,zoombucks,1,23804661,USA,WI,Milwaukee,99.13.50.71,true,12,4,13,14,8,13,17,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,645,entity/text/news/tweet/38645,entity/text/news/tweet/38778,1203tid015,1203tid037,@DavidBooker25: #THRILLER YAKUZA'S REVENGE What if whaling resumed illegally around Maui the mating waters of the humpback whales?,@museofhistory: @GayPatriot @JohnEkdahl I volunteered with ORCA in Boston &amp; now I'm all for whaling.,Thu Mar 12 12:28:10 +0000 2015,,,Thu Mar 12 22:47:50 +0000 2015,,
776260972,8/23/2015 02:39:50,false,1719098918,,8/23/2015 02:39:06,false,neodev,1,31695021,AUS,,,59.101.172.66,true,6,14,7,6,8,8,9,,10,,12,,13,,14,,16,,,,,,,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,,,,645,entity/text/news/tweet/38645,entity/text/news/tweet/38778,1203tid015,1203tid037,@DavidBooker25: #THRILLER YAKUZA'S REVENGE What if whaling resumed illegally around Maui the mating waters of the humpback whales?,@museofhistory: @GayPatriot @JohnEkdahl I volunteered with ORCA in Boston &amp; now I'm all for whaling.,Thu Mar 12 12:28:10 +0000 2015,,,Thu Mar 12 22:47:50 +0000 2015,,
