_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,clickedforval,ev0a,ev0b,ev1a,ev1b,ev2a,ev2b,ev3a,ev3b,ev4a,ev4b,ev5a,ev5b,ev6a,ev6b,ev7a,ev7b,ev8a,ev8b,forvalidation,selectedforval,tweet1irrelevant,tweet1isgreyed,tweet1novel,tweet2irrelevant,tweet2isgreyed,tweet2novel,tweetsequal,orig__golden,author1,author2,input,ptid1,ptid2,seedindex1,seedindex2,text1,text2,tweet1date,tweet1irrelevant_gold,tweet1irrelevant_gold_reason,tweet2date,tweet2irrelevant_gold,tweet2irrelevant_gold_reason
776449800,8/23/2015 07:49:58,false,1719164138,,8/23/2015 07:49:25,false,neodev,1,28513920,GBR,H9,London,193.109.199.31,true,12,5,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,497,entity/text/news/tweet/38585,entity/text/news/tweet/38580,1203tid001,1203tid033,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 01:11:46 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449800,8/23/2015 08:25:57,false,1719180927,,8/23/2015 08:25:20,false,prodege,1,15439740,AUS,2,Jannali,14.200.59.55,false,,,,,,,,,,,,,,,,,,,validated,false,true,true,false,false,false,false,false,,,,497,entity/text/news/tweet/38585,entity/text/news/tweet/38580,1203tid001,1203tid033,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 01:11:46 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449800,8/23/2015 09:37:00,false,1719228307,,8/23/2015 09:36:39,false,instagc,1,33467170,USA,WV,Martinsburg,76.106.109.7,true,12,5,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,497,entity/text/news/tweet/38585,entity/text/news/tweet/38580,1203tid001,1203tid033,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 01:11:46 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449800,8/23/2015 09:37:08,false,1719228396,,8/23/2015 09:36:43,false,elite,1,29209955,USA,,,172.164.10.117,true,5,5,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,497,entity/text/news/tweet/38585,entity/text/news/tweet/38580,1203tid001,1203tid033,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 01:11:46 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449800,8/23/2015 09:52:20,false,1719239666,,8/23/2015 09:51:58,false,instagc,1,15577915,USA,IL,Mount Vernon,66.232.166.86,true,,4,,5,,6,,,,,,,,,,,,,validated,true,false,false,false,false,false,true,false,,,,497,entity/text/news/tweet/38585,entity/text/news/tweet/38580,1203tid001,1203tid033,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 01:11:46 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449800,8/23/2015 10:05:26,false,1719243002,,8/23/2015 10:05:03,false,instagc,1,21613169,GBR,A7,Birmingham,31.49.149.26,true,7,6,8,5,6,4,5,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,497,entity/text/news/tweet/38585,entity/text/news/tweet/38580,1203tid001,1203tid033,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 01:11:46 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449800,8/23/2015 10:06:11,false,1719243142,,8/23/2015 10:05:51,false,elite,1,29216552,USA,,,172.162.76.60,true,12,5,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,497,entity/text/news/tweet/38585,entity/text/news/tweet/38580,1203tid001,1203tid033,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 01:11:46 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449800,8/23/2015 10:13:08,false,1719244682,,8/23/2015 10:12:22,false,points4rewards,0.8571,28755767,USA,VA,Chester,68.57.118.32,true,,,,,,,,,,,,,,,,,,,validated,false,true,true,false,true,true,false,false,,,,497,entity/text/news/tweet/38585,entity/text/news/tweet/38580,1203tid001,1203tid033,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 01:11:46 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449800,8/23/2015 10:35:39,false,1719249585,,8/23/2015 10:34:49,false,clixsense,1,29155723,GBR,I2,Manchester,89.242.221.179,true,2,4,3,5,5,6,7,8,8,,6,,12,,,,,,validated,true,false,false,false,false,false,true,false,,,,497,entity/text/news/tweet/38585,entity/text/news/tweet/38580,1203tid001,1203tid033,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 01:11:46 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449800,8/23/2015 10:40:03,false,1719250462,,8/23/2015 10:39:22,false,prodege,1,27934334,GBR,C8,Croydon,81.159.60.206,false,,,,,,,,,,,,,,,,,,,validated,false,true,true,false,false,false,false,false,,,,497,entity/text/news/tweet/38585,entity/text/news/tweet/38580,1203tid001,1203tid033,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 01:11:46 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
