_unit_id,_id,_worker_id,clickedforval,ev0a,ev0b,ev1a,ev1b,ev2a,ev2b,ev3a,ev3b,ev4a,ev4b,ev5a,ev5b,ev6a,ev6b,ev7a,ev7b,ev8a,ev8b,forvalidation,selectedforval,tweet1irrelevant,tweet1isgreyed,tweet1novel,tweet2irrelevant,tweet2isgreyed,tweet2novel,tweetsequal,ptid1,ptid2,seedindex1,seedindex2,text1,text2
775766186,1717468917,32338429,true,2,3,3,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38731,entity/text/news/tweet/38766,1203tid010,1203tid031,@SP00KYFUCKER: stop illegal whaling ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766186,1717470519,29849805,true,2,3,3,,,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38731,entity/text/news/tweet/38766,1203tid010,1203tid031,@SP00KYFUCKER: stop illegal whaling ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766186,1717473049,4711962,true,3,3,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38731,entity/text/news/tweet/38766,1203tid010,1203tid031,@SP00KYFUCKER: stop illegal whaling ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766186,1717476475,31743852,true,,3,,8,,9,,10,,,,,,,,,,,validated,true,false,false,false,false,false,true,false,entity/text/news/tweet/38731,entity/text/news/tweet/38766,1203tid010,1203tid031,@SP00KYFUCKER: stop illegal whaling ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766186,1717477542,33761260,true,0,3,3,12,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38731,entity/text/news/tweet/38766,1203tid010,1203tid031,@SP00KYFUCKER: stop illegal whaling ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766186,1717477915,32424428,true,3,3,0,12,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38731,entity/text/news/tweet/38766,1203tid010,1203tid031,@SP00KYFUCKER: stop illegal whaling ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766186,1717478098,24449707,true,1,3,2,6,3,10,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38731,entity/text/news/tweet/38766,1203tid010,1203tid031,@SP00KYFUCKER: stop illegal whaling ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766186,1717479383,4688131,true,2,,3,,,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38731,entity/text/news/tweet/38766,1203tid010,1203tid031,@SP00KYFUCKER: stop illegal whaling ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766186,1717482095,3587109,true,2,3,3,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38731,entity/text/news/tweet/38766,1203tid010,1203tid031,@SP00KYFUCKER: stop illegal whaling ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766186,1717482295,19913374,true,3,3,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38731,entity/text/news/tweet/38766,1203tid010,1203tid031,@SP00KYFUCKER: stop illegal whaling ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766186,1717486136,27934334,true,1,3,2,8,3,9,,10,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38731,entity/text/news/tweet/38766,1203tid010,1203tid031,@SP00KYFUCKER: stop illegal whaling ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766186,1717497705,31256687,true,2,3,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38731,entity/text/news/tweet/38766,1203tid010,1203tid031,@SP00KYFUCKER: stop illegal whaling ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766186,1717499351,33538351,true,1,3,3,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38731,entity/text/news/tweet/38766,1203tid010,1203tid031,@SP00KYFUCKER: stop illegal whaling ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766186,1717506566,30326470,true,3,3,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38731,entity/text/news/tweet/38766,1203tid010,1203tid031,@SP00KYFUCKER: stop illegal whaling ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766186,1717507523,28524232,true,,6,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38731,entity/text/news/tweet/38766,1203tid010,1203tid031,@SP00KYFUCKER: stop illegal whaling ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766187,1717469651,32338429,true,2,3,3,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38678,entity/text/news/tweet/38766,1203tid011,1203tid031,#WhalingIsBullshit World’s whaling slaughter tallied #Whales #Oceans ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766187,1717471617,29849805,true,0,3,2,,5,,6,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38678,entity/text/news/tweet/38766,1203tid011,1203tid031,#WhalingIsBullshit World’s whaling slaughter tallied #Whales #Oceans ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766187,1717473467,4711962,true,2,3,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38678,entity/text/news/tweet/38766,1203tid011,1203tid031,#WhalingIsBullshit World’s whaling slaughter tallied #Whales #Oceans ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766187,1717476821,31743852,true,1,,2,,3,,4,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38678,entity/text/news/tweet/38766,1203tid011,1203tid031,#WhalingIsBullshit World’s whaling slaughter tallied #Whales #Oceans ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766187,1717478469,24449707,true,1,3,2,6,3,10,5,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38678,entity/text/news/tweet/38766,1203tid011,1203tid031,#WhalingIsBullshit World’s whaling slaughter tallied #Whales #Oceans ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766187,1717478645,32424428,true,6,3,0,12,2,,5,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38678,entity/text/news/tweet/38766,1203tid011,1203tid031,#WhalingIsBullshit World’s whaling slaughter tallied #Whales #Oceans ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766187,1717479757,4688131,true,4,,,,,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38678,entity/text/news/tweet/38766,1203tid011,1203tid031,#WhalingIsBullshit World’s whaling slaughter tallied #Whales #Oceans ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766187,1717479770,33761260,true,0,3,2,12,5,,6,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38678,entity/text/news/tweet/38766,1203tid011,1203tid031,#WhalingIsBullshit World’s whaling slaughter tallied #Whales #Oceans ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766187,1717482538,3587109,true,2,3,3,6,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38678,entity/text/news/tweet/38766,1203tid011,1203tid031,#WhalingIsBullshit World’s whaling slaughter tallied #Whales #Oceans ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766187,1717482618,19913374,true,2,3,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38678,entity/text/news/tweet/38766,1203tid011,1203tid031,#WhalingIsBullshit World’s whaling slaughter tallied #Whales #Oceans ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766187,1717487028,27934334,true,1,,2,,3,,4,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38678,entity/text/news/tweet/38766,1203tid011,1203tid031,#WhalingIsBullshit World’s whaling slaughter tallied #Whales #Oceans ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766187,1717498192,31256687,true,2,3,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38678,entity/text/news/tweet/38766,1203tid011,1203tid031,#WhalingIsBullshit World’s whaling slaughter tallied #Whales #Oceans ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766187,1717499846,33538351,true,2,3,3,,5,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38678,entity/text/news/tweet/38766,1203tid011,1203tid031,#WhalingIsBullshit World’s whaling slaughter tallied #Whales #Oceans ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766187,1717511314,30326470,true,5,3,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38678,entity/text/news/tweet/38766,1203tid011,1203tid031,#WhalingIsBullshit World’s whaling slaughter tallied #Whales #Oceans ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766187,1717522368,28524232,true,1,,2,,3,,4,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38678,entity/text/news/tweet/38766,1203tid011,1203tid031,#WhalingIsBullshit World’s whaling slaughter tallied #Whales #Oceans ,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766188,1717468727,32338429,true,11,3,12,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38767,entity/text/news/tweet/38766,1203tid012,1203tid031,@BBC_Travel: The still-active volcano of Deception Island in #Antarctica has a dangerous whaling past.,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766188,1717469998,29849805,true,8,3,12,,13,,,,,,,,,,,,,,validated,true,false,false,false,false,false,true,false,entity/text/news/tweet/38767,entity/text/news/tweet/38766,1203tid012,1203tid031,@BBC_Travel: The still-active volcano of Deception Island in #Antarctica has a dangerous whaling past.,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766188,1717472609,4711962,true,12,3,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38767,entity/text/news/tweet/38766,1203tid012,1203tid031,@BBC_Travel: The still-active volcano of Deception Island in #Antarctica has a dangerous whaling past.,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766188,1717476334,31743852,true,,3,,8,,9,,10,,,,,,,,,,,validated,true,false,false,false,false,false,true,false,entity/text/news/tweet/38767,entity/text/news/tweet/38766,1203tid012,1203tid031,@BBC_Travel: The still-active volcano of Deception Island in #Antarctica has a dangerous whaling past.,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766188,1717477110,33761260,true,0,3,8,12,12,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38767,entity/text/news/tweet/38766,1203tid012,1203tid031,@BBC_Travel: The still-active volcano of Deception Island in #Antarctica has a dangerous whaling past.,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766188,1717477619,32424428,true,12,3,0,12,8,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38767,entity/text/news/tweet/38766,1203tid012,1203tid031,@BBC_Travel: The still-active volcano of Deception Island in #Antarctica has a dangerous whaling past.,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766188,1717477960,24449707,true,11,3,12,10,13,6,5,,6,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38767,entity/text/news/tweet/38766,1203tid012,1203tid031,@BBC_Travel: The still-active volcano of Deception Island in #Antarctica has a dangerous whaling past.,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766188,1717479256,4688131,true,,6,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,true,false,entity/text/news/tweet/38767,entity/text/news/tweet/38766,1203tid012,1203tid031,@BBC_Travel: The still-active volcano of Deception Island in #Antarctica has a dangerous whaling past.,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766188,1717480831,19913374,true,12,3,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38767,entity/text/news/tweet/38766,1203tid012,1203tid031,@BBC_Travel: The still-active volcano of Deception Island in #Antarctica has a dangerous whaling past.,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766188,1717481861,3587109,true,11,3,12,6,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38767,entity/text/news/tweet/38766,1203tid012,1203tid031,@BBC_Travel: The still-active volcano of Deception Island in #Antarctica has a dangerous whaling past.,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766188,1717485738,27934334,true,5,3,6,8,9,9,11,10,12,,13,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38767,entity/text/news/tweet/38766,1203tid012,1203tid031,@BBC_Travel: The still-active volcano of Deception Island in #Antarctica has a dangerous whaling past.,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766188,1717497509,31256687,true,5,3,6,6,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38767,entity/text/news/tweet/38766,1203tid012,1203tid031,@BBC_Travel: The still-active volcano of Deception Island in #Antarctica has a dangerous whaling past.,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766188,1717499027,33538351,true,12,3,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38767,entity/text/news/tweet/38766,1203tid012,1203tid031,@BBC_Travel: The still-active volcano of Deception Island in #Antarctica has a dangerous whaling past.,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766188,1717505914,30326470,true,12,3,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38767,entity/text/news/tweet/38766,1203tid012,1203tid031,@BBC_Travel: The still-active volcano of Deception Island in #Antarctica has a dangerous whaling past.,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766188,1717512714,28524232,true,3,,5,,6,,11,,12,,13,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38767,entity/text/news/tweet/38766,1203tid012,1203tid031,@BBC_Travel: The still-active volcano of Deception Island in #Antarctica has a dangerous whaling past.,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766190,1717469409,32338429,true,11,3,12,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38739,entity/text/news/tweet/38766,1203tid013,1203tid031,@FinsandFluke: Norway #whale meat dumped in Japan after #pesticide finding  #whaling #whales #IWC,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766190,1717471421,29849805,true,1,3,2,,6,,11,,12,,13,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38739,entity/text/news/tweet/38766,1203tid013,1203tid031,@FinsandFluke: Norway #whale meat dumped in Japan after #pesticide finding  #whaling #whales #IWC,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766190,1717473341,4711962,true,11,3,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38739,entity/text/news/tweet/38766,1203tid013,1203tid031,@FinsandFluke: Norway #whale meat dumped in Japan after #pesticide finding  #whaling #whales #IWC,Spread the word: Whaling is a tradition that belongs in history. via @dodo
775766190,1717476744,31743852,true,,3,,8,,9,,10,,,,,,,,,,,validated,true,false,false,false,false,false,true,false,entity/text/news/tweet/38739,entity/text/news/tweet/38766,1203tid013,1203tid031,@FinsandFluke: Norway #whale meat dumped in Japan after #pesticide finding  #whaling #whales #IWC,Spread the word: Whaling is a tradition that belongs in history. via @dodo
