_unit_id,_id,_worker_id,clickedforval,ev0a,ev0b,ev1a,ev1b,ev2a,ev2b,ev3a,ev3b,ev4a,ev4b,ev5a,ev5b,ev6a,ev6b,ev7a,ev7b,ev8a,ev8b,forvalidation,selectedforval,tweet1irrelevant,tweet1isgreyed,tweet1novel,tweet2irrelevant,tweet2isgreyed,tweet2novel,tweetsequal,ptid1,ptid2,seedindex1,seedindex2,text1,text2
774939673,1716578352,28351359,true,12,,,,,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38585,entity/text/news/tweet/38670,1203tid001,1203tid002,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart
774939673,1716581387,4711962,true,12,5,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38585,entity/text/news/tweet/38670,1203tid001,1203tid002,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart
774939673,1716582768,3587109,true,5,5,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38585,entity/text/news/tweet/38670,1203tid001,1203tid002,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart
774939673,1716588980,28884030,false,,,,,,,,,,,,,,,,,,,validated,false,true,true,false,false,false,false,false,entity/text/news/tweet/38585,entity/text/news/tweet/38670,1203tid001,1203tid002,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart
774939673,1716597780,30326470,true,11,5,13,,12,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38585,entity/text/news/tweet/38670,1203tid001,1203tid002,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart
774939673,1716600933,2143114,true,5,,,,,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38585,entity/text/news/tweet/38670,1203tid001,1203tid002,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart
774939673,1716604343,18990100,true,2,3,3,1,5,2,7,4,8,5,12,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38585,entity/text/news/tweet/38670,1203tid001,1203tid002,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart
774939673,1716606903,24449707,true,2,3,5,4,12,5,,2,,1,,,,,,,,,validated,true,false,false,false,false,false,true,false,entity/text/news/tweet/38585,entity/text/news/tweet/38670,1203tid001,1203tid002,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart
774939673,1716607509,27934334,false,,,,,,,,,,,,,,,,,,,validated,false,true,true,false,false,false,false,false,entity/text/news/tweet/38585,entity/text/news/tweet/38670,1203tid001,1203tid002,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart
774939673,1716643123,28524232,true,3,,7,,8,,11,,13,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38585,entity/text/news/tweet/38670,1203tid001,1203tid002,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart
774939673,1716643577,27753923,true,5,,,,,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38585,entity/text/news/tweet/38670,1203tid001,1203tid002,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart
774939673,1716689453,19913374,true,12,5,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38585,entity/text/news/tweet/38670,1203tid001,1203tid002,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart
774939673,1716692161,32424428,true,13,5,12,9,5,,2,,11,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38585,entity/text/news/tweet/38670,1203tid001,1203tid002,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart
774939673,1716694924,30137403,true,2,1,3,3,5,4,7,5,8,6,6,2,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38585,entity/text/news/tweet/38670,1203tid001,1203tid002,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart
774939673,1716706539,21490235,false,,5,,,,,,,,,,,,,,,,,validated,true,true,true,false,false,false,false,false,entity/text/news/tweet/38585,entity/text/news/tweet/38670,1203tid001,1203tid002,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart
774939675,1716714204,11521789,true,2,4,11,5,12,6,3,18,,9,,11,,,,,,,validated,true,false,false,false,false,false,true,false,entity/text/news/tweet/38585,entity/text/news/tweet/38794,1203tid001,1203tid003,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,Although I am the biggest whaling nation on earth (%33 of total catches) it's great you focus on Japan.  #Tweet4Taiji
774939675,1716714798,29849805,true,2,5,3,18,5,20,11,,13,,12,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38585,entity/text/news/tweet/38794,1203tid001,1203tid003,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,Although I am the biggest whaling nation on earth (%33 of total catches) it's great you focus on Japan.  #Tweet4Taiji
774939675,1716717247,33761260,true,11,20,12,5,13,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38585,entity/text/news/tweet/38794,1203tid001,1203tid003,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,Although I am the biggest whaling nation on earth (%33 of total catches) it's great you focus on Japan.  #Tweet4Taiji
774939675,1716718631,21665495,true,2,5,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38585,entity/text/news/tweet/38794,1203tid001,1203tid003,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,Although I am the biggest whaling nation on earth (%33 of total catches) it's great you focus on Japan.  #Tweet4Taiji
