_unit_id,_id,_worker_id,clickedforval,ev0a,ev0b,ev1a,ev1b,ev2a,ev2b,ev3a,ev3b,ev4a,ev4b,ev5a,ev5b,ev6a,ev6b,ev7a,ev7b,ev8a,ev8b,forvalidation,selectedforval,tweet1irrelevant,tweet1isgreyed,tweet1novel,tweet2irrelevant,tweet2isgreyed,tweet2novel,tweetsequal,ptid1,ptid2,seedindex1,seedindex2,text1,text2
775318685,1717044170,8260660,true,1,2,2,3,3,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38940,entity/text/news/tweet/38731,1203tid008,1203tid010,Japan must end whaling and dolphin hunting. They must increase Australian pork imports. This is a must before we can negotiate. #Tweet4Taiji,@SP00KYFUCKER: stop illegal whaling 
775318685,1717046334,33467170,true,3,3,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38940,entity/text/news/tweet/38731,1203tid008,1203tid010,Japan must end whaling and dolphin hunting. They must increase Australian pork imports. This is a must before we can negotiate. #Tweet4Taiji,@SP00KYFUCKER: stop illegal whaling 
775318685,1717049547,33565158,true,2,,3,,5,,6,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38940,entity/text/news/tweet/38731,1203tid008,1203tid010,Japan must end whaling and dolphin hunting. They must increase Australian pork imports. This is a must before we can negotiate. #Tweet4Taiji,@SP00KYFUCKER: stop illegal whaling 
775318685,1717057868,28103910,true,3,3,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38940,entity/text/news/tweet/38731,1203tid008,1203tid010,Japan must end whaling and dolphin hunting. They must increase Australian pork imports. This is a must before we can negotiate. #Tweet4Taiji,@SP00KYFUCKER: stop illegal whaling 
775318685,1717118552,4688131,true,9,,10,,11,,12,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38940,entity/text/news/tweet/38731,1203tid008,1203tid010,Japan must end whaling and dolphin hunting. They must increase Australian pork imports. This is a must before we can negotiate. #Tweet4Taiji,@SP00KYFUCKER: stop illegal whaling 
775318685,1717124299,22388850,true,6,,17,,13,,12,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38940,entity/text/news/tweet/38731,1203tid008,1203tid010,Japan must end whaling and dolphin hunting. They must increase Australian pork imports. This is a must before we can negotiate. #Tweet4Taiji,@SP00KYFUCKER: stop illegal whaling 
775318685,1717125601,23503585,true,0,1,2,2,3,3,6,,9,,11,,12,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38940,entity/text/news/tweet/38731,1203tid008,1203tid010,Japan must end whaling and dolphin hunting. They must increase Australian pork imports. This is a must before we can negotiate. #Tweet4Taiji,@SP00KYFUCKER: stop illegal whaling 
775318685,1717173736,33271440,false,,,,,,,,,,,,,,,,,,,validated,false,false,false,false,true,true,false,false,entity/text/news/tweet/38940,entity/text/news/tweet/38731,1203tid008,1203tid010,Japan must end whaling and dolphin hunting. They must increase Australian pork imports. This is a must before we can negotiate. #Tweet4Taiji,@SP00KYFUCKER: stop illegal whaling 
775318685,1717176276,14086483,true,21,,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38940,entity/text/news/tweet/38731,1203tid008,1203tid010,Japan must end whaling and dolphin hunting. They must increase Australian pork imports. This is a must before we can negotiate. #Tweet4Taiji,@SP00KYFUCKER: stop illegal whaling 
775318685,1717205969,31906954,true,3,3,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38940,entity/text/news/tweet/38731,1203tid008,1203tid010,Japan must end whaling and dolphin hunting. They must increase Australian pork imports. This is a must before we can negotiate. #Tweet4Taiji,@SP00KYFUCKER: stop illegal whaling 
775318685,1717231068,14321493,true,5,3,6,2,3,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38940,entity/text/news/tweet/38731,1203tid008,1203tid010,Japan must end whaling and dolphin hunting. They must increase Australian pork imports. This is a must before we can negotiate. #Tweet4Taiji,@SP00KYFUCKER: stop illegal whaling 
775318685,1717232165,19498096,true,3,3,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38940,entity/text/news/tweet/38731,1203tid008,1203tid010,Japan must end whaling and dolphin hunting. They must increase Australian pork imports. This is a must before we can negotiate. #Tweet4Taiji,@SP00KYFUCKER: stop illegal whaling 
775318685,1717236985,30901412,true,0,,2,,3,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38940,entity/text/news/tweet/38731,1203tid008,1203tid010,Japan must end whaling and dolphin hunting. They must increase Australian pork imports. This is a must before we can negotiate. #Tweet4Taiji,@SP00KYFUCKER: stop illegal whaling 
775318685,1717241987,31304413,true,3,3,,,,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38940,entity/text/news/tweet/38731,1203tid008,1203tid010,Japan must end whaling and dolphin hunting. They must increase Australian pork imports. This is a must before we can negotiate. #Tweet4Taiji,@SP00KYFUCKER: stop illegal whaling 
775318685,1717254103,22166359,true,2,NA,3,,NA,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38940,entity/text/news/tweet/38731,1203tid008,1203tid010,Japan must end whaling and dolphin hunting. They must increase Australian pork imports. This is a must before we can negotiate. #Tweet4Taiji,@SP00KYFUCKER: stop illegal whaling 
775318686,1716913272,4711962,true,12,2,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38585,entity/text/news/tweet/38678,1203tid001,1203tid011,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,#WhalingIsBullshit World’s whaling slaughter tallied #Whales #Oceans 
775318686,1716919378,2143114,true,12,,,,,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38585,entity/text/news/tweet/38678,1203tid001,1203tid011,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,#WhalingIsBullshit World’s whaling slaughter tallied #Whales #Oceans 
775318686,1716933280,24449707,true,2,0,5,1,12,2,,5,,,,,,,,,,,validated,true,false,false,false,false,false,true,false,entity/text/news/tweet/38585,entity/text/news/tweet/38678,1203tid001,1203tid011,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,#WhalingIsBullshit World’s whaling slaughter tallied #Whales #Oceans 
775318686,1716937939,33793607,true,12,2,,3,,4,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38585,entity/text/news/tweet/38678,1203tid001,1203tid011,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,#WhalingIsBullshit World’s whaling slaughter tallied #Whales #Oceans 
