worker_ID,avg_words
11382239,3.4705882352941178
29096504,0.9444444444444444
29155723,3.75
19302668,1.0277777777777777
15439740,2.8823529411764706
30782237,1.088235294117647
25257275,0.6944444444444444
27753923,1.0294117647058822
4711962,1.0
15577915,0.9722222222222222
30901412,1.2777777777777777
20113482,2.7058823529411766
18317462,1.6388888888888888
21665495,1.0277777777777777
19913374,1.0
16101132,0.47058823529411764
18666417,1.3529411764705883
28351359,0.3333333333333333
18960682,2.8823529411764706
6344072,2.5294117647058822
24043308,0.4722222222222222
33115750,5.911764705882353
14353703,1.911764705882353
33467170,1.0303030303030303
28513920,1.0
27934334,2.0277777777777777
18990100,4.444444444444445
21613169,1.5
13581319,1.0
33397209,1.0
