worker_ID,more_novel,equally_novel,less_novel,irrelevant,irr_behaviour,novelty_selection_percentage,same_answer,avg_novel_words,avg_NOT_novel_words,Novelty_Cosine,Novelty_Worker_Disagreement,spammer
33467170,16,0,16,2,0.0588235294117647,0.470588235294118,0,2.13,0,0.66635749761582,0.44887055065409187,0
33397209,0,36,0,0,0,0,1,1,NONE,0.6726700216894037,0.5368055555555555,1
33115750,12,10,12,0,0,0.352941176470588,0,6.27,5.25,0.6357330537098256,0.3492533718689788,0
30901412,18,0,18,0,0,0.5,0,2.56,0,0.695243097644751,0.46335125448028674,0
30782237,8,18,8,0,0,0.235294117647059,0,1.08,1.13,0.6740368441824831,0.5277938342967244,0
29155723,4,6,4,22,0.611111111111111,0.111111111111111,0,5.5,6,0.5619156712767162,0.32138888888888884,1
29096504,0,16,0,20,0.555555555555556,0,0,2.13,NONE,0.611194042862837,0.3963831018518518,0
28513920,0,34,0,2,0.0555555555555556,0,0,1.03,NONE,0.6614423929811594,0.5263888888888888,0
28351359,6,0,6,24,0.666666666666667,0.166666666666667,0,2,0,0.484697979056684,0.36412037037037037,1
27934334,3,8,3,22,0.611111111111111,0.0833333333333333,0,6.64,0,0.5020033911550301,0.31324561403508766,1
27753923,17,0,17,0,0,0.5,0,1,1.06,0.6576449868158235,0.5114380802242073,0
25257275,0,14,0,22,0.611111111111111,0,0,1,NONE,0.5749435004602228,0.4326388888888889,0
24043308,5,2,5,24,0.666666666666667,0.138888888888889,0,1.14,1,0.5600801434506795,0.41619318181818177,0
21665495,0,36,0,0,0,0,1,1.03,NONE,0.6517023085580905,0.5075363005050505,1
21613169,0,14,0,20,0.588235294117647,0,0,2.07,NONE,0.6058127679825068,0.4132947976878613,0
20113482,2,8,2,22,0.647058823529412,0.0588235294117647,0,8.3,4.5,0.5996246759669467,0.32713456451454886,1
19913374,0,34,0,0,0,0,1,1,NONE,0.6568784853343268,0.5274566473988439,1
19302668,18,0,18,0,0,0.5,0,1.06,1,0.6946896480461071,0.5451388888888888,0
18990100,17,2,17,0,0,0.472222222222222,0,5.89,2.82,0.6715513771952359,0.36595836593635894,0
18960682,4,8,4,18,0.529411764705882,0.117647058823529,0,7,3.5,0.5958972534548941,0.34449002424016406,1
18666417,7,0,7,20,0.588235294117647,0.205882352941176,0,6.57,0,0.5565931636497783,0.33521729822307855,1
18317462,11,14,11,0,0,0.305555555555556,0,2.28,0.18,0.6458399057661577,0.40087676962676966,0
16101132,0,16,0,18,0.529411764705882,0,0,1,NONE,0.49667375820709386,0.37340712033631107,1
15577915,18,0,18,0,0,0.5,0,1.94,0,0.6035194547164199,0.4436778499278499,0
15439740,5,6,5,18,0.529411764705882,0.147058823529412,0,7.73,2.6,0.5724235222282554,0.3408477842003853,1
14353703,10,0,10,14,0.411764705882353,0.294117647058824,0,4,0,0.4908091247805911,0.3826406507467371,0
13581319,18,0,18,0,0,0.5,0,2,0,0.6770622681944093,0.46058949220713924,0
11382239,14,4,14,2,0.0588235294117647,0.411764705882353,0,4.44,2.71,0.6753821283945196,0.3905202312138728,0
6344072,9,16,9,0,0,0.264705882352941,0,2.72,2,0.6755767090044873,0.43702092234229706,0
4711962,0,34,0,0,0,0,1,1,NONE,0.6568784853343268,0.5274566473988439,1
