worker_ID,score
32352104,0.7299766565471963
28790780,0.7787941310431715
29096504,0.8094314900963249
16654434,0.49526157873016563
29688905,0.5606964901104449
9653950,0.8398569973548304
30779198,0.4792697811300825
32916723,0.6994000204933392
33453357,0.5317009375388394
30137403,0.5507825317074861
29155723,0.7390222085978493
4711962,0.7789518663852218
32987272,0.732630367020082
22535866,0.2800599783238597
33727304,0.7104374770827504
33725995,0.7886846585612004
28103910,0.8190866161219867
25257275,0.6835196548076163
27753923,0.4973652026672893
21490235,0.46004367279908415
32633078,0.42887018598402327
23503585,0.7117593083603573
4688131,0.36358190006853025
19302668,0.36023629678242836
15577915,0.45723607031961994
33535031,0.4779813464061945
33565158,0.5908094602182048
33721948,0.7329349490912813
31743852,0.5182556377455926
11521789,0.5974717350906095
24449707,0.4972301543774447
31184650,0.7365807526430271
33294824,0.7092148013337428
20113482,0.5820753347948112
22166359,0.3414494844389506
33538351,0.673031397637632
33900189,0.6201027949669059
33903622,0.8190866161219867
18672993,0.7842219828320975
29248520,0.826041901926511
19913374,0.7708402038417728
22222103,0.811904510249837
20312760,0.3139581030542525
32799278,0.8306149640090655
31304413,0.5222667019703288
21665495,0.8256834592659077
33467170,0.6947847207917875
32338429,0.7609849860898797
17950689,0.7609849860898797
32840743,0.8081967839368658
29849805,0.5425944683144849
22141613,0.2811293437893596
16101132,0.6685969819897153
6344072,0.8190866161219867
28937865,0.17250427640767171
33500282,0.3209697238282351
30482004,0.4963624352523982
7051387,0.4257869536610496
29209955,0.8256834592659077
27934334,0.5891722530126907
29216552,0.8398569973548304
33057016,0.8398569973548304
18990100,0.46363283840582376
31065274,0.6139400138546954
19294877,0.7356175376433268
33793607,0.8190866161219867
3587109,0.7624728941265303
21963184,0.67989959618503
27042527,0.5664985790389926
32053642,0.21937104071970306
33761260,0.49076456113260913
31613324,0.7569146946866626
28884030,0.23928202354947845
