worker_ID,score
28790780,0.488
33761260,0.3117206982543641
29096504,0.5198019801980198
16654434,0.29694323144104806
22166359,0.2222222222222222
30779198,0.32869565217391306
20113482,0.3837342497136312
31613324,0.4830985915492958
33535031,0.2961165048543689
33057016,0.5264957264957265
21490235,0.31633986928104574
4711962,0.48518518518518516
33727304,0.44787644787644787
19302668,0.22194199243379573
28103910,0.5391304347826087
25257275,0.4420485175202156
27753923,0.3474903474903475
29155723,0.4802816901408451
32633078,0.26095238095238094
23503585,0.4395924308588064
4688131,0.24869565217391304
27042527,0.34826589595375723
30137403,0.36493506493506495
15577915,0.3166189111747851
33453357,0.3420669577874818
33565158,0.3736434108527132
33721948,0.45774647887323944
31743852,0.32961783439490444
11521789,0.3706293706293706
22222103,0.5203761755485894
31184650,0.4826254826254826
32053642,0.1307277628032345
33725995,0.4942084942084942
24449707,0.33976833976833976
9653950,0.5264957264957265
33538351,0.44411326378539495
33900189,0.39145299145299145
33903622,0.5391304347826087
32338429,0.4759036144578313
18672993,0.4909090909090909
29248520,0.5367132867132867
19913374,0.4845869297163995
32352104,0.4791418355184744
20312760,0.20119225037257824
32799278,0.5275707898658718
22535866,0.18181818181818182
21665495,0.5367132867132867
33467170,0.4609164420485175
31304413,0.362116991643454
17950689,0.4759036144578313
32840743,0.527972027972028
22141613,0.17467248908296942
16101132,0.43826086956521737
6344072,0.5391304347826087
28937865,0.11623931623931624
33500282,0.20919881305637983
30482004,0.31877729257641924
29216552,0.5264957264957265
29209955,0.5367132867132867
27934334,0.37293233082706767
32916723,0.44405594405594406
29849805,0.33764367816091956
18990100,0.3042212518195051
3587109,0.4875
31065274,0.38427947598253276
19294877,0.45845697329376855
7051387,0.27564102564102566
21963184,0.42
33294824,0.45752608047690013
32987272,0.47107438016528924
29688905,0.34
33793607,0.5391304347826087
28884030,0.15364916773367476
