_unit_id,_id,_worker_id,clickedforval,ev0a,ev0b,ev1a,ev1b,ev2a,ev2b,ev3a,ev3b,ev4a,ev4b,ev5a,ev5b,ev6a,ev6b,ev7a,ev7b,ev8a,ev8b,selectedforval,tweet1irrelevant,tweet1isgreyed,tweet1novel,tweet2irrelevant,tweet2isgreyed,tweet2novel,tweetsequal,ptid1,ptid2,seedindex1,seedindex2,text1,text2
771206029,1712169161,33294824,true,11,15,0,11,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38853,0903tid001,0903tid003,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling
771206029,1712171290,13581319,true,8,,9,,10,,11,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38853,0903tid001,0903tid003,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling
771206029,1712184478,31065274,true,0,7,3,5,4,8,5,9,,10,,11,,15,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38789,entity/text/news/tweet/38853,0903tid001,0903tid003,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling
771206029,1712189083,18990100,true,7,7,8,5,10,8,11,9,0,10,3,11,4,15,5,14,,12,true,false,false,false,false,false,true,false,entity/text/news/tweet/38789,entity/text/news/tweet/38853,0903tid001,0903tid003,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling
771206029,1712189552,33453357,true,5,15,11,,,,,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38853,0903tid001,0903tid003,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling
771206029,1712196794,33903622,true,0,5,1,7,3,8,4,9,5,10,8,11,7,12,10,15,11,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38853,0903tid001,0903tid003,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling
771206029,1712218207,9653950,true,0,5,1,6,3,7,2,8,4,9,5,10,,11,,15,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38853,0903tid001,0903tid003,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling
771206029,1712223320,33467170,true,,7,,8,,9,,10,,11,,15,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38789,entity/text/news/tweet/38853,0903tid001,0903tid003,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling
771206029,1712228331,32352104,true,5,15,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38853,0903tid001,0903tid003,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling
771206029,1712230076,32053642,true,0,7,4,11,5,15,10,,11,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38853,0903tid001,0903tid003,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling
