_unit_id,_id,_worker_id,clickedforval,ev0a,ev0b,ev1a,ev1b,ev2a,ev2b,ev3a,ev3b,ev4a,ev4b,ev5a,ev5b,ev6a,ev6b,ev7a,ev7b,ev8a,ev8b,selectedforval,tweet1irrelevant,tweet1isgreyed,tweet1novel,tweet2irrelevant,tweet2isgreyed,tweet2novel,tweetsequal,ptid1,ptid2,seedindex1,seedindex2,text1,text2
770686077,1711462999,33793607,true,0,3,1,4,2,5,,6,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38667,entity/text/news/tweet/38897,0903tid006,0903tid020,Support whale watching in Iceland and help end whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
770686077,1711466888,31304413,true,1,6,8,8,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38667,entity/text/news/tweet/38897,0903tid006,0903tid020,Support whale watching in Iceland and help end whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
770686077,1711469176,9653950,true,0,2,2,3,1,6,3,5,4,4,5,,6,,7,,8,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38667,entity/text/news/tweet/38897,0903tid006,0903tid020,Support whale watching in Iceland and help end whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
770686077,1711478356,20113482,true,0,3,1,4,2,5,3,6,4,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38667,entity/text/news/tweet/38897,0903tid006,0903tid020,Support whale watching in Iceland and help end whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
770686077,1711480258,21665495,true,2,8,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38667,entity/text/news/tweet/38897,0903tid006,0903tid020,Support whale watching in Iceland and help end whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
770686077,1711485125,33565158,true,0,,1,,2,,6,,7,,8,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38667,entity/text/news/tweet/38897,0903tid006,0903tid020,Support whale watching in Iceland and help end whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
770686077,1711495814,2143114,true,1,,,,,,,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38667,entity/text/news/tweet/38897,0903tid006,0903tid020,Support whale watching in Iceland and help end whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
770686077,1711527248,23503585,true,0,0,1,3,2,4,3,5,4,6,6,,7,,8,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38667,entity/text/news/tweet/38897,0903tid006,0903tid020,Support whale watching in Iceland and help end whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
770686077,1711581218,19294877,true,0,3,1,4,2,5,4,6,6,,7,,8,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38667,entity/text/news/tweet/38897,0903tid006,0903tid020,Support whale watching in Iceland and help end whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
770686077,1711630761,4688131,true,,3,,4,,,,,,,,,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38667,entity/text/news/tweet/38897,0903tid006,0903tid020,Support whale watching in Iceland and help end whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
