worker_ID,more_novel,equally_novel,less_novel,irrelevant,irr_behaviour,novelty_selection_percentage,same_answer,avg_novel_words,avg_NOT_novel_words,Novelty_Cosine,Novelty_Worker_Disagreement,spammer
33761260,8,18,8,0,0,0.24,0,2.69,2,0.7235559054228387,0.5112369043595809,0
33271440,0,0,0,34,1,0,1,NONE,NONE,0.11899063623918381,0.09665427509293681,1
32424428,12,12,12,0,0,0.33,0,3.17,2.33,0.6951715134910236,0.49025052529497326,0
31304413,10,14,10,0,0,0.29,0,1,1.3,0.7622616637510738,0.6606361007847996,0
30326470,2,32,2,0,0,0.06,0,1.62,1,0.7815842309686087,0.5879713223579395,0
30137403,5,26,5,0,0,0.14,0,6.58,3.4,0.7430562625292224,0.4408813327691886,0
29849805,16,2,16,0,0,0.47,0,3.89,2.81,0.7491357612050832,0.49460634625597444,0
28884030,0,0,0,36,1,0,1,NONE,NONE,0.11899063623918381,0.09665427509293681,1
28524232,11,14,11,0,0,0.31,0,5,1.55,0.7104216898259775,0.4557789793849274,0
28513920,0,26,0,8,0.24,0,0,1,NONE,0.7698124665311011,0.6970260223048327,0
28351359,17,0,17,2,0.06,0.47,0,2.59,0,0.6165501108629343,0.4655665240073725,0
28103910,1,32,1,0,0,0.03,0,1.03,1,0.8007930224394837,0.6992978108219744,0
27934334,7,12,7,10,0.28,0.19,0,6.05,0,0.7394340832141877,0.4648419575583058,0
27753923,17,2,17,0,0,0.47,0,1,0,0.7166016173964828,0.6607806691449813,0
25257275,0,34,0,0,0,0,1,1,NONE,0.7902669674954637,0.7128252788104089,1
24449707,15,6,15,0,0,0.42,0,3,2.47,0.7782058349307399,0.5409450336313113,0
21665495,0,34,0,0,0,0,1,1,NONE,0.7829831850430913,0.7072490706319703,1
21490235,13,0,13,10,0.28,0.36,0,1.31,1,0.6874848799001899,0.6431226765799256,0
20113482,10,8,10,6,0.18,0.29,0,4.33,3.6,0.7313826625111929,0.48351938863391075,0
19913374,0,36,0,0,0,0,1,1,NONE,0.7902669674954637,0.7128252788104089,1
19294877,2,16,2,0,0,0.1,0,7.39,0,0.7543342976743226,0.4677929722074703,0
18990100,18,0,18,0,0,0.5,0,7.22,4.44,0.7568017996487453,0.44449625102388,0
17950689,0,24,0,10,0.29,0,0,1.17,NONE,0.6915849185655701,0.602010814464346,0
15848372,1,8,1,4,0.29,0.07,0,5,5,0.7628474184413125,0.4835304054054054,0
14353703,17,0,17,0,0,0.5,0,4.29,0,0.6461644246527809,0.4778923059592204,0
13581319,17,0,17,0,0,0.5,0,2.82,0,0.6991957064680536,0.5281605500740699,0
11521789,11,12,11,0,0,0.32,0,5.74,3.73,0.762927451798754,0.4699813085668375,0
4711962,0,36,0,0,0,0,1,1,NONE,0.7902669674954637,0.7128252788104089,1
4688131,14,0,14,6,0.18,0.41,0,2.43,0,0.45201323703348434,0.363781200212427,1
3587109,0,36,0,0,0,0,1,1.19,NONE,0.7853721689194247,0.6857496902106566,1
2143114,18,0,18,0,0,0.5,0,1,0,0.609170058121475,0.5520446096654275,0
