worker_ID,score
23804661,0.6956438424894447
16654434,0.5817632640688686
9653950,0.8744496352455647
30779198,0.5191295176076605
32306192,0.7127789988967854
20043586,0.5976750991880357
26602053,0.5005015360461784
29155723,0.49256578543126706
4711962,0.7127789988967854
28103910,0.6225175029614295
25257275,0.6279461093159059
21490235,0.7035904302431091
28884030,0.21565656917124507
4688131,0.4764178961009387
33565158,0.762492947895437
28524232,0.270792079671133
33721948,0.7872236365039658
30901412,0.46657357108172415
31184650,0.7638528890414558
33189780,0.3143825204793545
20113482,0.3571346391098424
22166359,0.25566494425722613
33900189,0.32688356467860946
33903622,0.7822633403537167
22222103,0.6159329340935548
21665495,0.7636758023128588
32799278,0.6911284404295611
32352104,0.7846800321096699
20312760,0.28527750763785525
29216552,0.8744496352455647
31304413,0.6396122024218908
32338429,0.7853172688049257
17950689,0.6910782122537501
16682358,0.6834994926484812
22141613,0.21565656917124507
22535866,0.4622106057427599
6344072,0.7399174687470347
33500282,0.40739164009871776
14571439,0.749965441212442
19294877,0.8744496352455647
13581319,0.43862361379188114
3587109,0.7638528890414558
16101132,0.10149860417103689
32053642,0.38251613344823737
29849805,0.5321835254092471
33793607,0.8239579196350073
33386576,0.1869321913159854
