worker_ID,more_novel,equally_novel,less_novel,irrelevant,irr_behaviour,novelty_selection_percentage,same_answer,avg_novel_words,avg_NOT_novel_words,Novelty_Cosine,Novelty_Worker_Disagreement,spammer
33761260,17,0,17,2,0.0555555555555556,0.472222222222222,0,4.24,2.12,0.6344331813748285,0.4132093101238916,0
33725995,0,20,0,0,0,0,1,1.6,NONE,0.6214763284542142,0.45288777374587813,1
33565158,0,18,0,18,0.5,0,0,3.89,NONE,0.5521892372950975,0.3712694635436047,0
33467170,11,14,11,0,0,0.305555555555556,0,3.56,0,0.72476017770037,0.48620596935738725,0
33057016,6,8,6,0,0,0.3,0,4.64,0.67,0.7167501411146746,0.4944282330032261,0
32987272,2,2,2,6,0.5,0.166666666666667,0,1.25,0.5,0.5864953753942438,0.46006581494386367,0
32916723,0,36,0,0,0,0,1,2.39,NONE,0.7694343582018524,0.5382627079193467,1
32352104,2,18,2,14,0.388888888888889,0.0555555555555556,0,1.05,1.5,0.6205979574242728,0.5049747222032688,0
32281591,7,10,7,0,0,0.291666666666667,0,6.06,2.57,0.6315564797112251,0.3999767989698062,0
31906954,0,20,0,0,0,0,1,2.05,NONE,0.7800879161683195,0.5442344539894651,1
31695021,14,4,14,4,0.111111111111111,0.388888888888889,0,4.67,2.43,0.7595994245332396,0.4721305763197384,0
31345986,0,14,0,22,0.611111111111111,0,0,2.93,NONE,0.4987230506428265,0.3681899478265941,1
31304413,15,6,15,0,0,0.416666666666667,0,1.9,1.2,0.7291343835414741,0.551613619320333,0
31184650,0,36,0,0,0,0,1,1.06,NONE,0.7738159147039987,0.6488309352517986,1
30901412,7,2,7,4,0.2,0.35,0,4.33,0,0.6113682695003961,0.48013981283216756,0
30326470,2,4,2,4,0.333333333333333,0.166666666666667,0,2.67,2.5,0.6630492463374367,0.43925444127342317,0
29849805,15,4,15,2,0.0555555555555556,0.416666666666667,0,5,2.73,0.7158746028857239,0.4428030820842981,0
29688905,3,0,3,30,0.833333333333333,0.0833333333333333,0,1.33,0,0.37703431667143245,0.29966311539209967,1
29216801,0,36,0,0,0,0,1,1,NONE,0.7650248499392472,0.6330998248686515,1
29216689,0,20,0,0,0,0,1,1,NONE,0.7515466702987981,0.63641425389755,1
29216552,0,20,0,0,0,0,1,1,NONE,0.7620808942037588,0.6475501113585745,1
29209955,0,20,0,0,0,0,1,1,NONE,0.7620808942037588,0.6475501113585745,1
29155723,3,24,3,6,0.166666666666667,0.0833333333333333,0,5,3,0.7527903839634011,0.45932998838787176,0
28884030,0,0,0,36,1,0,1,NONE,NONE,0.20856187441283897,0.17809364548494983,1
27934334,1,6,1,8,0.5,0.0625,0,4.86,0,0.6157192266312562,0.4128670478058151,0
27753923,17,0,17,2,0.0555555555555556,0.472222222222222,0,1.12,0,0.5692481125110274,0.4919480881437403,0
25257275,4,28,4,0,0,0.111111111111111,0,1,1,0.7537462237312735,0.626970227670753,0
24449707,17,2,17,0,0,0.472222222222222,0,3.79,2,0.733096594165787,0.4877257075012932,0
23804661,6,18,6,6,0.166666666666667,0.166666666666667,0,3.08,2.83,0.7506968322727824,0.5116547788029481,0
23503585,8,20,8,0,0,0.222222222222222,0,7.18,6.88,0.7417749473974244,0.41914808068332243,0
22141613,0,0,0,12,1,0,1,NONE,NONE,0.28883885389218267,0.22909407665505227,1
20312760,7,0,7,6,0.3,0.35,0,1.57,0,0.47035545594764316,0.37596530850985194,0
20113482,7,6,7,16,0.444444444444444,0.194444444444444,0,6.31,2.29,0.6147576530383136,0.38082658709586836,0
20043586,14,2,14,6,0.166666666666667,0.388888888888889,0,2.5,1.93,0.53242111818209,0.4085910154377295,0
19913374,0,36,0,0,0,0,1,1,NONE,0.7650248499392472,0.6330998248686515,1
19302668,18,0,18,0,0,0.5,0,1.33,1,0.6722264724941637,0.5802446647555343,0
19294877,7,6,7,0,0,0.35,0,8.15,0,0.6418954081155608,0.414694343564054,0
18990100,17,0,17,2,0.0555555555555556,0.472222222222222,0,7.41,4.53,0.7404830837923774,0.438011728220687,0
17950689,0,34,0,2,0.0555555555555556,0,0,1.62,NONE,0.7605995423066141,0.5656784854949781,0
15439740,1,28,1,6,0.166666666666667,0.0277777777777778,0,5.69,9,0.7628652814080222,0.44332540329879183,0
14353703,12,0,12,12,0.333333333333333,0.333333333333333,0,3.42,0,0.510854714210486,0.4153330362117388,0
13581319,18,0,18,0,0,0.5,0,3.28,0,0.6962762984951087,0.4856734544442698,0
9653950,3,14,3,0,0,0.15,0,6.12,5.33,0.7486894610340041,0.4345339323461884,0
4711962,0,34,0,2,0.0555555555555556,0,0,1,NONE,0.7451182830887039,0.6467391304347826,0
4688131,17,0,17,2,0.0555555555555556,0.472222222222222,0,3.82,0,0.531978939780009,0.4094350600425133,0
3587109,0,32,0,4,0.111111111111111,0,0,2.22,NONE,0.7623237059262304,0.5285597714505125,0
