worker_ID,more_novel,equally_novel,less_novel,irrelevant,irr_behaviour,novelty_selection_percentage,same_answer,avg_novel_words,avg_NOT_novel_words,Novelty_Cosine,Novelty_Worker_Disagreement,spammer
33798502,0,24,0,0,0,0,1,1.33,NONE,0.6334888394390197,0.4962712952286097,1
33761260,9,2,9,4,0.166666666666667,0.375,0,3.73,2.56,0.5995506381651066,0.4354321130672729,0
33721948,0,24,0,0,0,0,1,1.04,NONE,0.8053199810906527,0.6909909771223639,1
33565158,1,0,1,0,0,0.5,0,4,0,0.5831680149502032,0.39827586206896554,0
33538351,5,4,5,0,0,0.357142857142857,0,3.44,1.8,0.6198330365674494,0.4692500584108976,0
33467170,4,8,4,4,0.2,0.2,0,2.75,0,0.6590419874021574,0.515307471496272,0
33397209,6,8,6,2,0.0909090909090909,0.272727272727273,0,2.29,0,0.7386562907284292,0.5519556335650497,0
33386576,3,0,3,0,0,0.5,0,2.67,0,0.5178641055408097,0.4156845238095238,0
33294824,2,10,2,0,0,0.142857142857143,0,1.92,1.5,0.7062277553284071,0.568975500366903,0
33271440,0,0,0,24,1,0,1,NONE,NONE,0.11128694507665382,0.09619952494061756,1
32424428,10,4,10,0,0,0.416666666666667,0,4.21,2.9,0.6490953382258906,0.4336313637179172,0
32352104,2,4,2,2,0.2,0.2,0,1,1,0.7187414976849903,0.6140350877192983,0
32303982,7,10,7,0,0,0.291666666666667,0,2.24,0.29,0.7058862741958646,0.5492033582913686,0
32292681,0,24,0,0,0,0,1,1,NONE,0.8234074465463033,0.7203282828282828,1
32053642,12,0,12,0,0,0.5,0,5.92,3.92,0.7314737713098132,0.4628920782329136,0
31861996,0,6,0,0,0,0,1,1,NONE,0.5077161961425045,0.4075,1
31827582,12,0,12,0,0,0.5,0,3.08,3.42,0.671278496737078,0.4551395534617407,0
31256687,0,24,0,0,0,0,1,1.04,NONE,0.6910301031029051,0.5912408759124088,1
31184650,0,24,0,0,0,0,1,1.08,NONE,0.7579385690579185,0.685614849187935,1
30380759,4,0,4,2,0.2,0.4,0,7.5,5.5,0.7078354869036314,0.3940066305225611,0
29849805,12,0,12,0,0,0.5,0,5.75,3.83,0.7287897376329868,0.46184716960022726,0
29216552,0,24,0,0,0,0,1,1,NONE,0.7879397951763607,0.6670918367346939,1
29209955,0,36,0,0,0,0,1,1,NONE,0.8123648203026663,0.7010456273764258,1
29155723,8,16,8,0,0,0.25,0,6.04,6.13,0.7975884699082485,0.4861956820417605,0
28755767,3,2,3,8,0.5,0.1875,0,3.4,0,0.3910006317765894,0.35820770222763576,1
28524232,4,2,4,0,0,0.4,0,6.5,4.75,0.7352701163331244,0.4404795916410241,0
28513920,0,28,0,4,0.125,0,0,1,NONE,0.7407977614525477,0.6534446764091858,0
28351359,11,0,11,2,0.0833333333333333,0.458333333333333,0,2.91,0,0.4775963382048458,0.42888799173772557,0
28103910,1,22,1,0,0,0.0416666666666667,0,1.13,1,0.814511494674603,0.693235732992265,0
27934334,6,10,6,2,0.0833333333333333,0.25,0,5.13,0,0.693333099867397,0.48981737166688455,0
27753923,12,0,12,0,0,0.5,0,1,1.08,0.6887548308938579,0.6231019522776573,0
