worker_ID,avg_words
28755767,1.375
32292681,1.0
31861996,1.0
20043586,3.25
4711962,1.0
21613169,2.4642857142857144
12442416,3.0
15439740,4.388888888888889
28103910,1.125
25257275,1.0
27753923,1.0416666666666667
21490235,1.1785714285714286
33761260,3.25
23503585,7.0
33565158,2.0
15577915,1.7083333333333333
28524232,5.8
33721948,1.0416666666666667
24449707,4.7
31184650,1.0833333333333333
31256687,1.0416666666666667
33294824,1.8571428571428572
29155723,6.0625
20113482,5.583333333333333
22166359,1.9583333333333333
33538351,2.857142857142857
2143114,0.5
19913374,1.0
32352104,0.8
20312760,0.6666666666666666
29216552,1.0
33798502,1.3333333333333333
33467170,1.65
20506920,2.7916666666666665
28351359,1.4166666666666667
16101132,0.5
6344072,3.75
24043308,1.2142857142857142
14353703,2.1666666666666665
30380759,5.2
33271440,0.0
29209955,1.0
28513920,0.9354838709677419
27934334,3.4166666666666665
26649250,1.8333333333333333
14321493,2.5
32424428,3.6666666666666665
18990100,5.458333333333333
3587109,1.5833333333333333
21801865,0.2857142857142857
13581319,1.90625
1902687,4.5
32303982,1.6666666666666667
31827582,3.25
32053642,4.916666666666667
33397209,1.4545454545454546
29849805,4.791666666666667
20447575,7.291666666666667
33386576,1.3333333333333333
