worker_ID,avg_words
23804661,3.625
11382239,4.0
32292681,0.9722222222222222
8260660,2.25
31861996,1.0
29216689,1.0
20043586,4.416666666666667
6488338,6.111111111111111
28103910,1.0
29155723,5.444444444444445
33761260,4.0625
23503585,7.305555555555555
28524232,4.361111111111111
33565158,2.9444444444444446
24449707,4.333333333333333
31184650,1.1666666666666667
31256687,1.3611111111111112
20113482,5.583333333333333
22166359,2.138888888888889
2143114,0.5
31906954,0.9166666666666666
31865609,2.8125
19913374,1.0
32352104,0.8285714285714286
31304413,1.375
29216552,1.0
33798502,2.75
31695021,4.8125
31827582,3.0
28351359,1.8333333333333333
6344072,3.125
20929875,6.777777777777778
30326470,1.3333333333333333
14353703,1.6666666666666667
14086483,1.5
33271440,0.0
28513920,0.5833333333333334
27934334,2.625
32916723,1.0
18990100,6.583333333333333
13581319,1.8055555555555556
3587109,1.0277777777777777
29216801,0.8888888888888888
33294824,1.4375
29849805,2.8055555555555554
33386576,1.1388888888888888
